user_location,text,label
Uburundi bwa Nyaburunga,@EtDayere @wawundi__ Asha jewe nta muntu n'umwe wundi yonkura kuri Evrard kabisa. N'aba bajama bafise émission muri MTV y'ama tattoos ntaco bambwiye kabisa hahaha,0
,"WARNING(June 9,Mon.5:54PM):Metro Manila at mas malaking bahagi ng Parts ng(West Sections ng Luzon) possible mas maging maulan bandang Wednesday(June 11) o Thursday(June 12)dahil sa #Habagat. Possible maging mas maulan sa parts ng West Sections ng Visayas Bukas(Tues.) o Wednesday https://t.co/QBDaqqcwlD",1
New Delhi,@CAQM_Official looks like you are unaware of the fact that concretisation attracts more dust. You need to plant more grass on u paved shoulders &amp; look after @gupta_rekha @LtGovDelhi thoroughly unprofessional advise by bureaucrats https://t.co/zO2Ub8rtup,1
OA. NSFW. S-IC. DM PRE-EST.,"@reaneighssance He wouldn’t let us breathe. HAHAHAHAHA. Disco tapos sayaw tapos volcano, dagdag pa na nag c-crash roblox. Did you get everything?",0
,Grabe naman tong phoebe bridgers makulimlim na weather,1
,"दिल्ली-NCR वालों...‘कूल-कूल’ फीलिंग चाहिए, तो इस सोसाइटी के लोगों के सीखो, जापानी तकनीक से प्रचंड गर्मी कर दी बेअसर https://t.co/yNUOLk9iwZ Click here to download News18 app https://t.co/4Ey0eTjUa3",0
,@cryptoditoph @lumpialogic 51 billion ang kinurakot no foohlong sa panahon ng tatay niya para sa flood control project bakit ganon ang nangyayari sa davao. Aside sa kay fooglong kung mayaman kamo ang davao bakit di gamitan ng pondo ng lgu para maayos - pumunta ka naman sa manila e davao ang usapan engeng,0
,Storm warning in the Philippines: Bus swept away by floods https://t.co/IC0vgvKy3h,1
,wts lfb lf ph —⁠☆ SEVENTEEN Burstday Photocard Set — Php 4000 all in isf — payo — fr jp; feta scoups jeonghan joshua jun hoshi wonwoo woozi the8 dk seungkwan vernon dino mingyu svt seventeen photocard happy burstday thunder daredevil fspc gv weverse pob global benefits https://t.co/31n2zGpFSe,0
"Iloilo City, Western Visayas",Yogs ulan gali hahahaha wala ko na coveran motor 😌 Baha naman yan 🤦,0
Republic of the Philippines,@lsuyko19 @srsasot_ Davao flood… graveh baha bakla sana kasama ka sa naanod,0
,"@PhilNews24 Ipinapakita nito na kahit may mga global at lokal na krisis (tulad ng inflation, geopolitical tension, o climate-related disasters), nag-aadjust at bumabangon ang labor market.",0
,@Brahmachaaari @Satyamvatsin Delhi NCR has parali pollution. They better not comment on pollution elsewhere.,1
Philippines,Ito ang pinaka magandang laro sa loob ng ecosystem ng interlink. https://t.co/NZl2tRDt9k,0
"Taguatinga, Brasília",Confira Tsunami por Katy Perry em Amazon Music https://t.co/sqFOxvRVi6,0
,RT @junmotchi: Jun promoting Thunder at SIFF😻 Pero yung mga carat di manlang magawang mag drop ng tags kahapon🤣 ACTOR WEN JUNHUI AT SIFF20…,0
"Quezon City, Philippines","RAINFALL ADVISORY | As of 5:00 AM, 12 June 2025(Thursday) Southwest Monsoon (Habagat) YELLOW WARNING LEVEL: Zambales at Bataan. ASSOCIATED HAZARD: FLOODING sa mga flood-prone areas. Samantala, mahina hanggang katamtaman na may paminsan-minsang malakas na pag-ulan na https://t.co/LZhsqFLObv",1
,"Nak tagl mo ng wala sa pbb oh Pero di sila mabuhay ng di ka nila sinasali sa issue nila,big winner ka nga nak,kung hindi lang perahan ang labanan nun sa totoo lng bka landslide nangyari kasi makakaboto mga CVs na wlng pambili ng pamboto di Nyo lang tlga matnggap https://t.co/WlGVbaN7A6",0
Philippines,"MAGDALA NG PAYONG, KAPATID! Naglabas ng heavy rainfall outlook ang PAGASA dahil sa Hanging Habagat at Low Pressure Area (LPA), 11 a.m., June 12. Heavy rainfall outlook due to Southwest Monsoon and LPA Today (June 12) Yellow Warning: • Batanes • Cagayan • Pangasinan • https://t.co/KpBQe0CA35",1
shining diamond life,ang lamig lods! ang hangin! 😮‍💨😮‍💨 https://t.co/I0zCsd9qFn,1
,"RT @News5PH: WEATHER ADVISORY Naglabas ng heavy rainfall outlook ang PAGASA dahil sa Hanging Habagat, 5 a.m., June 11. Heavy rainfall out…",1
,RT @bini_writes: POETIC 🥹❤️🇵🇭 Kita nyo ‘yung araw na sakto sa dot ng i sa BINI? I don’t know kung sadya pero sobrang perpekto. Ang gulo sa…,0
dlsu lady spikers✯,Wala nang iisipin Kahibangan ko'y natapos din Nasanay na akong magulo ang mundo Nasanay na akong malayo sayo Wala na kahit pa maganda mong ala-alang nakakapit Aalisin ko na rin ang larawan mong nakasabit At tinangay na rin ng usok Naglaho na at may tuldok,0
,KAYA PALA BUSOG NA BUSOG TAYO DURING YATAOME PROMOTION KASI DROUGHT ERA ULIT NG MATAGAL https://t.co/S1BFUVm8Ap,0
"Cagayan De Oro City, Northern",Ka tugnaw bas panahon way makig cuddle diya? #altercdo #cdoalter #alterbukidnon #Malaybalay #Valencia,1
,"@PBBabscbn is giving anti-poor. Next season. If ayaw niyo ibalik ang survivor ph, then gawin niyong mala-survivor ang mechanics. May jury, trials and final two. In return, get the blueprint from @BigBrotherUS. The veto, the hoh and vote to evict for pre-jury stage.",0
Narnia,@yel0194 tugnaw,0
CHD,@beyorek Temperature bhi to kitna bdaa diya Modi ne,0
#ERROR!,wts lfb pop mart ph ₱ check pics - onhand sealed foil - open for 20%nrdp 1 month dop &amp; cod tforexpo hirono skullpanda labubu dimoo kubo peach riot crybaby space molly nook birdy sunny doll chinese candleholder protector little prince pendant secret gigi stylist speeding along https://t.co/bWarddnePj,0
"Manila City, National Capital",Bago ang sakuna.. https://t.co/ZAwfRzqELs,0
klarijah,pa ambon ako pls @chaaaa_borromeo 😓 https://t.co/XUBYhrtkNo,0
,@KapusoBuzz Yes thank you din talaga sa mga pa forecast mo. Yung naka emoji sobrang Tama na. Hehhee,0
XZ's off’s mile’s apo’s💪,@jaedyblisshaven di ba haha tanga both apps. they better shup up once shine airs. kakain sila alikabok 😂,0
Mbujimayi-Kinshasa-Bruxelles,"@PeterM80324 @twittosgolois @Icestgolois @ferregola @Goloisdupadre Nakanisi lisusu émission ""1er soin"" : Nga te mutu natinda ye ayemba na français"". Tala lel'oyo 😂😂😂😂😂",0
,"@ninabeIlatrix1 pag si Sen Risa, taas ng bar ninyo. Nakalimutan nyo yata yung Rodrigo ninyo iihian ang bulkan. And you guys voted for Bato and Robin Padilla. And you encouraged ppl to vote for a f*ckin rapist and a deadbeat father just to save Sara.",0
,luha konang uwan guys hahahaha,0
"Richmond, VA","WPAC Tropical Weather Outlook - 6/12/25. Tropical Storm #Wutip (01W) continuing to crawl toward Hainan Island, while Tropical Depression #AuringPH (#94W) drenches Taiwan and Luzon. Another disturbance could form near the Philippines next week. https://t.co/wIi23l2oev",1
No where,"@yGabobe Waxaa jirtay in maxamud Ahmed Ali intuu deegaanada dhulbahante tago ku yidhahdo, ""ninkii 2 wiil lehow mid isii aan wax kuu baro."" Iyagoo ka cago-jiidaya markay inanka raaciyan ayey wakhtiga fasaxa schoolka ka guuri jireen meeshii oo inamadiina xagaas iyo hawd fog ula baxsanjireen",0
Mumbai,RT @DrAmbrishMithal: Hydrangeas adding colour to the monsoon green .. Did you know? 1. Hydrangea is derived from greek and means 'water v…,0
Harveston,@GLOOMY_STYX // hehe https://t.co/nVBfjzNkz2,0
,"RT @secretpogs: Sagot sa malamig na panahon. ughhh Yung pag na bored na kayo pareho, matik na ang gagawin. shet sarap neto ughh Part 1/2…",0
¡Hasta la victoria siempre!,@mojaShauma Nena nature secret,0
Guatemala,@elii_ao AHAHAHAHAHAHAHAHAHAHAHAH unos mis conocidos,0
,@iSabongera AH KAYA PALA PAG DI HULIHAN SA DROGA EH BAHA ANG MARIRINIG MO ABOUT DAVAO CITY. LOL. PURO POK POK PA MGA TAO DYAN. TANONG NYO PA KAY POLONG HAHAHHA,1
,..huhuhu may covid nnmn kapatid ko..galing ako kagabi sa room nila binantayan si baby tas sabi ko pa kagabi baka kaya nanunuyo lalamunan nya kasi dry hangin nila sa room kasi ambaba ng humidity sa thermometer kasi pati ako natutuyuan..huhuhu..expired na ung kit pero nagtest kmi,1
Lumia Island,3️⃣: Usapang aircon? Bagong salpak ang mga yun dahil bagong bukas na comshop. So expect mo na kung gaano ka lamig yung pwesto ng Standard PC area. Like ... Hindi siya nalalayo sa lamig ng Ref. 🤷‍♂️🤷‍♂️🤷‍♂️,0
,"@RockyEatsX bas temperature, 22 se kam ho jaye to delhi jesa koi city nhi",0
India,"RT @pkusrain: Thunderstorm development observed over few places of Haryana, West UP very close to Delhi NCR. Monsoon rain just few days awa…",1
JAMIE FOLLOWS ✿,Wheeler Yuta Orange Cassidy Zack sabre JR Kenny Omega Will Ospreay Jamie Hayter Kris Statlander Thekla Toni Storm Giulia https://t.co/kGOJTPGazi,0
,"@__adarsh____ @im_pavanpatel Vahi, full monsoon mae exam karwaayegi, sadko pr doob doob ke jao.",0
,hehe https://t.co/M6sgtVk3ud,0
,not na unta ting ulan sa bday namong papang 🤞hehe excited nako 🐚🏝️☀️🌊,1
,Aap train ka name special kiu rakhte jo jab apki train 5 hours se jyada late hoti hn plz uska naa DELAY train rakha kro not special train Or abhi toh fog bhi nhi hn Train no 04602 Abhi tak firozpur se departure nhi hui hn @IRCTCofficial @RailMinIndia @RailMadad https://t.co/9lGKQm39Wu,0
Nigeria,RT @e4ma_officiall: PH Nads got purple smoke💜 @monad_xyz Gmonad believers 💜 https://t.co/bBlXVnr0dR,0
,Nganung super hinay sa internet??? Tungod sa uwan??? JAYFER ON TRIAL #ANDREServingLove #ASHTINENotGuilty #AMNSETV5Guilty,1
,RT @eyeonaxis_: A pickup truck flees from the smoke and volcanic ash spewing from the Mt. Pinatubo that erupted during 1991 in the Philippi…,1
here,deleting replies about P** kasi ang toxic na. don't wanna tie myself sa isang toxic na tao and environment.,0
,Ordered 7:26 pm in the @McDo_PH app. 8:20 na. Wala pa rin 😂 looking for rider pa rin? Malamig na pagkain ko. Supposedly 13 mins away lang ung store from my place 😂,0
New Delhi,https://t.co/CWfq3xmnwY #Heatwave #DelhiHeatWave,0
,ang init,1
,"wala akong pakialam kay terra, basta cameo ni amihan at si deia lang aabangan ko #sanggre",0
"New Delhi, India","Delhi-Haryana Rain Alert: दिल्ली में बारिश ने दिलाई बड़ी राहत, मौसम हुआ कूल, जानें हरियाणा में क्या हाल? https://t.co/wBsxXPkPlV #WeatherUpdate #DelhiRains",0
,@veraluxxe Imagine na lang natin yung environment sa building nila puro bully mga tao tapos anlala ng favoritism 🫠,0
,"Hinikayat ng non-government organization na Climate Conflict Action Asia si Pangulong Ferdinand Marcos Jr. na ibasura ang inihaing panukala na amyendahan ang Comprehensive Firearms and Ammunition Regulation Act, dahil mayroong posibleng banta sa kaligtasan at kapayapaan sa bansa. https://t.co/VspaaU3oWX",0
,@hoeforjungji TAPOS NA ANG TAGTUYOT ANG PAGHIHIRAP ANG UNOS 😭😭😭,1
kahelandia,bro lagi nalang akong parang lalagnatin like ulan init literal,1
troll hunting,@GLOOMY_STYX @tanglednroses @Poisenepel @Sn0wM0nstah HIII OOMMFMFFFF,0
,"RT @eq_map_es: 【M4.9】MINDANAO, FILIPINAS 39.9km 12/06/2025 14:38:26 UTC #Sismo #Terremoto (G)https://t.co/s7wK3M3dm5 (USGS)https://t.co/oVI…",0
,🔥 The BIGGЕST #Сryрtо #РUMР Telegram channel is here! 🚀 Jоin the actiоn! ➡️ https://t.co/xPiTY65TuU $ETH @Pascalsinmas @Bangdevilll_699 @btceppertx @movies_smoke @JohnsonTsh44083 @omotayo_se88990 @Nam_Nguyen1993 @hrhrQm334733 @dsk_ph @Justs4ol knDLcP,0
,ang lamig,1
,public visibility &lt;- euphemism ni princess dila sa bagsak na perception kay este kasikatan ni tamby 🤭,0
"Bruyères-Le-Chatel, France",🔔#Earthquake (#lindol) M3.1 strikes 168 km SE of #Mati (#Philippines) 12 min ago. More info: https://t.co/sLZs3WX7mM,1
,"【mb4.8】BABUYAN ISL REGION, PHILIPPINES 39km Jun 14, 2025 09:27:44 UTC (G)https://t.co/odoWljhUvm (EMSC)https://t.co/daUDSW6sl1",0
,"3️⃣ Philippines – 1991 🌋 Mount Pinatubo erupts in one of the biggest volcanic blasts of the 20th century. ☁️ Ash clouds reached the stratosphere and circled the globe, cooling Earth’s temperature. Thousands displaced, climate altered. #Volcano #ClimateHistory https://t.co/SprEEUOOGm",1
"Patriot House, ITO, Delhi-2","#Delhiweather: The city woke up to a warm morning on Wednesday, with the minimum temperature settling at 27.2 degrees Celsius #Weather #DelhiNews #Heatwave https://t.co/DQVxBqYlyJ",1
"New Delhi, India","@Xroaders_001 @babbasushant Ok, hold on. Herein there's a loophole. In the NGT's rule of 15 year Petrol/10 year Diesel for the NCR, there's no scope for extending of RC post a fitness test. Seriously hope this rule is waived for EVs, else zero-emission EVs will also be scrapped post 15 years. @MORTHIndia",0
"Makati, PH",Inaalam na ng Philippine Coast Guard (PCG) kung ang pinaghihinalaang Chinese Maritime Militia vessel na may bow number 16838 na sumadsad sa bahagi ng Pagasa ay mayroong mga pinsalang naidulot sa kalikasan. #BrigadaNews BUONG DETALYE: https://t.co/QfqSgYIay9 https://t.co/oRl6ej2LSG,0
,@soltaurus_02 Cold chilly jot DUSBI BEST DUOnamic DUSBI BEST DUOnamic BBS DUSBI,0
"Earth, Solar System, MW",MGA GANTONG PANAHON AKO NAPAPAHILING NA SANA NASA LAGUNA PA RIN AKO 😭😭😭😭😭😭😭😭😭😭😭😭 ANG HIRAP NAMAN MAGING TAGA VISAYAS HUHUHUHU https://t.co/qsydC5uth0,0
,"@TrascciaAlta88 Maghosh chilly. Iranian sady pindey chhilay. .. agho ..nama chima.. Fity mun ,🤣🤣🤣",0
Nairobi,"RT @HaustingsA: ndio kulog in huku , mko aje?",0
Bangladesh,@BTC__Sunny 0xC26ceDeaDeAEF34B934AA5865352a6F7c33F18F1 I want more NIAO coin 🦜🦜🦜🦜🦜🦜🦜🦜🦜🦜🦜🦜🦜🦜🦜🦜,0
,@AnimexTwts Sakuna 🥲,0
,"5.0 magnitude #earthquake. 47 km from #Sarangani, Davao, Philippines https://t.co/yn9U27j8ks",1
Philippines,State weather bureau PAGASA released a thunderstorm advisory on Sunday morning. Moderate to heavy rain showers with lightning and strong winds are expected over Batangas and Quezon within the next 3 hours. SOURCE: PAGASA-DOST https://t.co/h9QW7p1T6O,1
,RT @KwonHoshi_ph: Comeback Giveaway! ⚡️🐯 2 winners of sealed Hoshi Daredevil ver Mechanics ⚡️must be following @kwonhoshi_ph ⚡️like &amp; r…,0
,@studywithmarg ba’t ang ginaw natin ngaun marg HAAHAHHA,1
"Manila, Philippines","𝗛𝗘𝗔𝗩𝗬 𝗥𝗔𝗜𝗡𝗦 𝗘𝗫𝗣𝗘𝗖𝗧𝗘𝗗 𝗧𝗛𝗜𝗦 𝗔𝗙𝗧𝗘𝗥𝗡𝗢𝗢𝗡 ⛈️ Pinaghahanda ang mga nasa Metro Manila, Tarlac, Pampanga, Bataan, Bulacan, Cavite, Batangas at Quezon, sa posibleng malalakas na pag-ulan na dulot ng mga namumuong thunderstorm na kaakibat ng #habagat sa loob https://t.co/1o03j4e71u",1
,RT @jonn_kreese: Live ngayon sa tt si Kuya Dingdong and bg music niya kanina yung EP ni rain and fave daw niya Pahuway🥹 Pplay niya din daw…,0
,hahaahahahahahahahahahaahahahahahahahahahahahaahahahahahahahahahahahaahahahahahahahahahahaahahahahahahahah yawa tabang ahahahahahahahahahahahaahahahahahahahahahahahah nabuang na atay tugnaw mn gd mao guro hahahaahaha tabang hahahaa bwesit,0
Davao City,"#ConservationInternational, #USAID, and #CatholicReliefServices promoted flood-tolerant rice varieties and taught the farmers in Cotabato City about Climate-Smart Agriculture – which made them food secured all year round. Find out more https://t.co/AYElJmuXbK. https://t.co/cFFDFoTURp",0
India,"@vsvipul June July (Heatwaves) and December January (pollution) are pretty bad in delhi ncr. In those days, it is better to not be here. And weather in blr will almost always be better. Other than that, noida could be a better choice for the reasons you mentioned.",1
🇵🇭,Got blessed with a beautiful sunny day for day 2! 📍Boracay ~ 💙🥰 #ootd #travel #explore #beach #scenic #boracay #philippines #blue https://t.co/5JwtHtJraD,0
Makati City,"DON'T FORGET YOUR UMBRELLA WEATHER UPDATE: Tropical Storm Wutip, located 875 km west of Northern Luzon, remains outside the Philippine Area of Responsibility. It packs maximum sustained winds of 65 km/h and gusts of up to 80 km/h, moving west-northwest at 30 km/h. Wutip is https://t.co/HN87kQuIqy",1
Nigeria,"RT @justeventsonlin: 🇳🇬FLOOD VICTIMS IN NIGERIA BY STATES [May, 2025] Top 12 by affected population 1 🔴Zamfara — 58,386 2 🟠Kwara — 11,830…",1
Sugond,RT @dzrhnews: RAINFALL ADVISORY: Itinaas sa yellow warning level ng @dost_pagasa ang lalawigan ng Bataan at Zambales dahil sa posibilidad n…,1
Philippines,"RT @bumaBAgyo: Karaniwang tanong ng mga travelers tuwing bumabagyo ay, ""luh may bagyo tuloy kaya ang flight ko?!"" Hindi basta-bastang maka…",1
"Nairobi, Kenya","@polo_kimanii Kuna wale Wa kupaka kaluma lakini sio Ile burukenge mp from homabay,Maruti inafura kama verasidika behind inakamuliwa maziwa ya two days,ukinunua inatoa 1litre ukipigia brokers wanakwambia Ni due to change of environment stress",0
Bangalore,"#Philippines 🇵🇭 Severe flooding hit the Camaman-an area of ​​Cagayan de Oro City, Philippines, on June 10, 2025. Heavy rains associated with the southwest monsoon (Habagat) and a low pressure area caused flash floods, submerging streets and residential and commercial areas. Two https://t.co/JZ4hEEQohX",1
,PAANO NA AKO MAGIGING LOWKEY MYSTERIOUS INTROVERT COLD PERSON NITO https://t.co/IKeKE72oOu,0
,@hello_caramello Pati temperature?? Hahaha grabe magkaibang lugar yarn?? 😂😂 sobrang hasa pala ang marines sa windy conditions 😆 baka sila naman yung naweweirduhan kapag walang hangin sa domes chz,0
Republic of the Philippines,@UncleUdin77 @Dburly83 because of the Philippines' climate. we grow apples here only in colder areas since the Philippines is a tropical,0
"lily, wisteria",@choccymilk_star Philippines 😔 SEA heat is not for beginners 😭,1
,init naman,1
Soon ✧ CBX ✧ 0421,@winarakniyeol @CHEN_INB100 Bagay pa rin naman. Maginaw naman eh 😆,0
022225 🍀,Paki balik 'yung pag ulan 🥹,1
Edinburgh Scotland,"13 min. ago #earthquake 4.8 has hit Yibin Shi (SC), China, 10.0km, 11:37 BST (CEIC ) https://t.co/GTIsRT6llZ https://t.co/HxWLreRTHc",1
Soweto,@Kaelle25108188 Cloudy SWEET GULUVA IS KING VICTORIOUS SWEET GULUVA #SweetGuluvaIsLoved #AkhonamathembaZwane,0
,Kagulat yung kulog at kidlat ah hahahaha,1
,@Ramukakasayss Log jyada...green scape kam...upar se climate change.,0
,"RT @chongggkian: Kaunaunaghang Filipino series na sinubaybayan sa netflix. Buong akala ko susukuan ko na 'tong series sa gitna, pero heto p…",0
,RT @HRHMBNSALMAAN: #خادم_الحرمين_الشريفين وسمو #ولي_العهد يهنئان رئيس جمهورية الفلبين بمناسبة ذكرى استقلال بلاده. Binabati ng #Custodian_of…,0
India,"Missing #KrushalAhuja he is no where in visibility of fans. Krush zald activate karo social media ko. Hope u take good time &amp; chose good script, good PH who appreciate your characters &amp; add value to your hard work. Dnt waste ur potential on unworthy PH #KruShi",0
"Manila, Philippines","RAINFALL ADVISORY: Itinaas sa yellow warning level ng @dost_pagasa ang lalawigan ng Bataan at Zambales dahil sa posibilidad ng pagbaha dulot ng pag-ulan sa mga low-lying areas. Asahan naman ang mahihina hanggang malalakas na pag-ulan sa Metro Manila, Laguna, Rizal, Quezon at https://t.co/FuG9vGLhka",1
wanting to be somewhere else,"@iSabongera Cleanest talaga ang davao. Mahugasan ba naman mga kalye nito ng baha maya't-maya, lilinis talaga.",1
,"@bofei_xy Congrats xyr, pa ambon ng swerte. Lagi ako tulog tuwing may paganyan. Hahaha",0
,"RT @arielrojasPH: PANAHON THIS WEEK | June 16-22, 2025 Pasukan na naman! Tuloy pa ang monsoon break pero may ITCZ at potensyal na LPA na…",1
Metro Manila,"Katuwang ng mga paaralan sa Metro Manila ang mga tauhan ng Metropolitan Manila Development Authority para sa ""Brigada Eskwela 2025: Sama-sama Para sa Bayang Bumabasa"" ilang araw bago ang pasukan. Sama-samang naglilinis at nagsasaayos ng mga silid-aralan at ng iba pang pasilidad https://t.co/DQBbf4Wg9Q",0
,RT @UnicaCHU: from to -cheerfu-langga -Host ng cebu -Singer…,0
,RT @gmanews: Researchers from the University of the Philippines’ Marine Science Institute discovered the pristine state and rich deep coral…,0
Parañaque,"Bukod sa pangangalaga ng mangrove forest, nakatutok din ang ABS-CBN Foundation Bantay Kalikasan sa coral reefs sa Batangas bilang bahagi ng malaking proyektong itaguyod ang protected areas sa Verde Island Passage. #LingkodKapamilya https://t.co/ulc208vjdc",0
,Humidity ki mkc,0
"Quezon City, Philippines",Brave the rain and be braver than our senators! Be the sunshine 🌞 at 2:30 PM over at the Manila Film Center! https://t.co/IL4tfYyu1t,0
Republic of the Philippines,"@LiLoX23Hellion @SB19Official Temperature ng aircon namin sa school sa pagkakatanda ko ay 22 or 18? Sobrang lamig, eh. Parang nasa freezer. HAHAHA @SB19Official #SB19 #GrupoDuplaInternacionaldoAno #SECAwards",0
25+OOC. P-Flirt. S-IC.,looking for: mag-cucuddle daw sa malamig niyang gabi eme. https://t.co/S6GpEKqjk0,1
"I Love ERB, Nerissa & Shiori","Day 13: 1995 Pampa, TX Tornado https://t.co/uEojvQZpfg",0
Philippines,"Facing intensifying typhoons, rising seas, extreme heat, and devastated fishing communities—like those in Luzon—millions of Filipinos depend on robust climate adaptation and disaster mitigation funds to build evacuation centers, strengthen infrastructure, and secure livelihoods. https://t.co/S9OpGNWzys",1
,"RT @bvlldhist_alt: Indian real-estate bubble will burst the day Insurance companies invoke ""Act of God"" after fancy 20 story apartments in…",0
,@deanswaterhose BAHA,0
"Cebu City, Central Visayas",the weather in Cebu is crying for ShuKla #PBBCollab6thDuoEviction,0
"Stranda, Norge",🚨 2024/25 PFL Season Recap is LIVE! 🏆 2 champions ⚽ 314 goals 💥 Major upsets 📉 Production nightmares From Kaya’s 3-peat to Cebu’s Shopee Cup ticket — this is the full breakdown. Watch here ➡️ https://t.co/FUpcO4qfMP #PFL #PFL2024 #KayaFC #CebuFC #PhilippineFootball,0
,@Mi95639Mika @DarnaImpakta it means po inantay namin ang last day bago mag send ng votes! Gets mo? buong araw yun kahit madaling araw pa dito na inabangan namin mga friends sa philippines namin to vote.,0
:p,tapos ung sumunod na prods laging may fog machine na so lagi k problema yng lintik na fog solution na yan tas wala tlg natulong na tech sakin PUTAENA ubos n ubos pasensiya q sa fog solution na yan talaga HAHAHAHAA,0
,"@cloudy_day100 sa true, naiisahan tuloy!",0
Makati City,"WEATHER UPDATE: Issued at 10:00 AM, thunderstorm is more likely to develop over Greater Metro Manila Area (Metro Manila, Bulacan, Rizal, Laguna and Cavite) within 12 hours according to PAGASA. All are advised to continue monitoring for updates. #PAGASA #WeatherPH #DailyTribune https://t.co/Y6lP23bMWv",1
,@vienom_175cm @malisorn00 Lagot k Pam s Momi ni Sunny sapak mo sya😅🌻,0
,@duuuuuumpacct kusog uwan cdo?,1
🏔,@Rudrayana_ dehradun has gone to the dogs w uncontrolled deforestation and migration and no place in ncr w its smoker air aqi is worth living. ni is a cursed place.,0
,@cmohry @BJP4Haryana clearly not serious about the issue of pollution as old polluting vehicles which are unfit to drive causing harm &amp; health hazards in haryana as well as NCR region. Haryana pollution board is an useless department which only passing papers from one place to,0
"Delhi, India",RT @Patriot_Delhi: A 100-feet tall mobile tower collapsed in south Delhi’s Safdarjung Enclave early Sunday due to strong winds and rain.…,1
,Mga kakampwet...usok n nmn mga Tenga nio jn..🤣🤣🤣✌🏽 https://t.co/jT8fTrrDD6,0
,@TeamAZOFC I’m in San Mateo California makulimlim,0
jahanan,ang lamig ahhashhaha,1
Earth,"RT @vale69423: ""Operation Al-Aqsa Flood"" in Iran!!!",0
,RT @10fenzhong_____: Great wall of Sierra Madre tlaga nagpanalo sa 1st set. #AVCNationsCup #AVCNationsCup2025,0
🇰🇼,"Humid na nga dito sa Middle East wala kpa natapunas, sana ol na lng AAAAAAHHHH!!! BBS DUSBI https://t.co/TfsPSYHoc8",0
,kaco banget humidity,1
National Capital Region,New LPA forms in PAR; tropical depression outside becomes Tropical Storm Wutip https://t.co/jYaHHxLHV7 via @rapplerdotcom,1
,"ay bat nagagalet ang ulap na yan ? makulimlim ka na lang dyan, beh 😤",1
Philippines,The Intertropical Convergence Zone (ITZC) will bring partly cloudy to cloudy skies with isolated rain showers or thunderstorms over Mindanao. (3/4),1
"Visayas Avenue, Quezon City","The preparations include conducting risk assessments in flood-prone and landslide-susceptible areas, activating emergency operations centers, and identifying evacuation sites. #DisasterPreparedness READ: https://t.co/Tcw56sQBcC https://t.co/wOtzOINNDk",1
"Pasay City, National Capital R","@PbbMarcos @bongbongmarcos FYI si VP at mga staff nya ay patuloy na nagtatrabaho kahit tinggalan ng budget, patuloy ang libreng sakay na bus at funeral service pati disaster relief pag may sakuna kahit daldal sya ng daldal.",0
,@souldier_boi Win na sa kanya yung point something na para bang landslide winner sila hahahah,0
"Manila City, National Capital",Pangatlong kape na to. Tumigil kna ulan para makabiyahe na ako pauwe ng manila.,1
,RT @daliascen: ang init sa pinas https://t.co/9yZkiBeBiF,1
Republic of the Philippines,Dikona feel yung environment katamad na pumasok ang toxic na,0
,"@QuoteChain_AI Just $8 of BTC. One SIM card. Three jobs later, he’s off the streets. Met him in Manila, used Lightning to start freelancing. Said, “Bitcoin felt like someone believing in me.” CT was farming whitelist spots. He was farming dignity.",0
mnl,wts lfb ph nct jaehyun photocards — payo / 1 week reservation 💰gcash/bpi/seabank 🚚 j&amp;t/ggx/sdd 📍manila 🏷️ pc 127 dojaejung j smoke listening party sm town fansign kms km station fact check exhibit 2 baddies mumo nation zone ccoma welcome to my city https://t.co/ALFkmyDj3P,0
,"@climateaware00 @PsionicPsittacc @Worsel66 @ClimateDad77 The ocean's ability to dissolve CO2 decreases as its temperature increases. The pH has to be lower than 7 before it becomes acidic, the average is pH 8.1",0
🤍,RT @JodinaticsOFCL: Sa Iceland? Or Antarctica? Para malamig? GR4T3FUL JODI DAY #JuneisforJODI2025 https://t.co/SgrLoct8BA,0
,"@PH_Socials With 50% of them jobless cultists, blood seems to flood their destiny.The rest are violent thugs &amp; bunkers. PH is the worst city despite its potential. The prople has a culture of laziness. It has been governed by some of the worst criminals the world has ever produced.""",0
,RT @duniamalam109: MIAA-204 Maria Nagai Proses Wede Kilat ⚡️ https://t.co/WBjonE53pk https://t.co/VDwAxyaEPd,0
"Manila, Philippines","@noel_kampton09 historic 14,000-spectator record for Game 3 of the UAAP Season 87 Finals. Noel has made DLSU history by becoming the first male volleyball athlete to sign with two professional teams: @crisscrosskc_ph in the Philippines and PSNKK Club in Thailand.",0
,@KaiRainSKAofc kidlat nag lantaw ka dula?,0
,@josephquinnpt Name: Jade Country: Philippines Fan since: Les Mis (but didnt recognized him much 😭) First Proj. : Les Mis Fave Proj. : Warfare Fave Character : Johnny Storm https://t.co/XM759fVpij,0
"Bocaue, Central Luzon",RT @ICONHRVY_KING: Feeling the outdoor breeze nalang init sa loob ng bahay eh🥵💦 https://t.co/2lTkD883ab,0
"Nasugbu, Calabarzon","@imthathumaan maambon pero di malakas ulan, very cozy ganon. highly recommended na magsama ng kacuddle HAHAHA",1
,@PangkatShuvee Nakita ko yun nag forecast haha,0
,"@meme20200202 @loveformikbrent @cloudy_day100 hehehehhehe nahiya na ako sa kanila,, pilit ng pilit e...",0
29 || She || Her,"RT @jastanning: jusko po, anong ginaw amo sa bebe sean namin, yev 🥹😭",0
