user_location,text,category
"Edinburgh Scotland","an hour ago #earthquake 4.4 has hit Kalat District (BA), Pakistan, 10.0km, 19:12 BST (USGS ) https://t.co/KU7344oGUH https://t.co/Hx1PKIckD2","Geological Events"
"Worldwide, USA, UK","Kalat Earthquake Pakistan - Magnitude 4.4 Earthquake Strikes 41 km ENE of Kalat, Pakistan - June 15, 2025, at 18:29:00 UTC. https://t.co/zbLIgNLFD8","Geological Events"
"Edinburgh Scotland","13 min. ago #earthquake 4.8 has hit Yibin Shi (SC), China, 10.0km, 11:37 BST (CEIC ) https://t.co/GTIsRT6llZ https://t.co/HxWLreRTHc","Geological Events"
"Worldwide, USA, UK","San Juan Earthquake Puerto Rico - Magnitude 3.19 Earthquake Strikes 75 km N of San Juan, Puerto Rico - June 15, 2025, at 10:27:00 UTC. https://t.co/2kztWwRe4Y https://t.co/NLBsvYp1Pc","Geological Events"
"Worldwide, USA, UK","Uyuni Earthquake Bolivia - Magnitude 4.5 Earthquake Strikes 48 km SSE of Uyuni, Bolivia - June 15, 2025, at 06:16:00 UTC. https://t.co/h5HHArg95a https://t.co/tGM7n9Jm8r","Geological Events"
"","An #earthquake with 4.50 magnitude has occurred near Uyuni, Bolivia @ 07:42:39 UTC #southamerica #light https://t.co/kqCQ9El4yg","Geological Events"
"Worldwide, USA, UK","Kainantu Earthquake Papua New Guinea - Magnitude 4.2 Earthquake Strikes 62 km NE of Kainantu, Papua New Guinea - June 15, 2025, at 05:13:00 UTC. https://t.co/hw5q5joI7M https://t.co/wMNB3Tp0kj","Geological Events"
"Worldwide, USA, UK","Indios Earthquake Puerto Rico - Magnitude 2.6 Earthquake Strikes 9 km SSE of Indios, Puerto Rico - June 15, 2025, at 05:22:00 UTC. https://t.co/SOn1igOVIt https://t.co/WBt9IKC37j","Geological Events"
"Mumbai","Earthquake + Tsunami: July -August 2025. Japan - Indonesia Sea.","Geological Events"
"Mumbai","Earthquake + Tsunami: July -August 2025. Japan - Indonesia Sea.","Sea Level Rise / Coastal Hazards"
"","RT @ProjectRescuee: 4.2 Earthquake Hits Kalamata, Greece 👀","Geological Events"
"Edinburgh Scotland","2 hrs ago #earthquake 5.1 has hit Ha‘apai, Tonga, 10.0km, 19:21 BST (USGS ) https://t.co/NojLhVFO4w https://t.co/QndOGkHQHd","Geological Events"
"","RT @QuakesToday: 3.0 magnitude #earthquake. 80 km W of Kalaoa, Hawaii https://t.co/NBcuXyJ7De","Geological Events"
"Worldwide, USA, UK","Kalaoa Earthquake Hawaii - Magnitude 3.0 Earthquake Strikes 80 km W of Kalaoa, Hawaii - June 14, 2025, at 19:13:00 UTC. https://t.co/lp4eRaL4E7","Geological Events"
"","RT @eq_map_es: 【M5.1】TONGA 10.0km 14/06/2025 18:21:30 UTC #Sismo #Terremoto (G)https://t.co/cEO5grTdnJ (USGS)https://t.co/WymEJ7owJ0","Geological Events"
"","RT @eq_map_es: 【M4.8】REGION DE LAS ISLAS BABUYAN, FILIPINAS 39.0km 14/06/2025 09:27:44 UTC #Sismo (G)https://t.co/HavmHqh0Ap (USGS)https://…","Geological Events"
"Worldwide, USA, UK","Fangale'ounga Earthquake Tonga - Magnitude 5.1 Earthquake Strikes 76 km ESE of Fangale'ounga, Tonga - June 14, 2025, at 18:42:00 UTC. https://t.co/XzByohSwnJ https://t.co/xY3U6yqHFQ","Geological Events"
"","📍 76 km ESE of Fangale’ounga, Tonga 📏 Magnitude: M5.1 | Depth: 10 km 📅 2025-06-14 🕐 18:21:30 UTC 📡 Reported by USGS. Stay safe. #earthquake","Geological Events"
"México,City","M 5.1 - 76 km ESE of Fangale’ounga, Tonga #earthquake #USGS #Sismo https://t.co/IqkcbBxjWH","Geological Events"
"Andromeda black eye galaxy 🌌","RT @_iamgod: @78d508ebc498443 . Hati 2010 2:8 - 2008 tsunami and earthquake","Sea Level Rise / Coastal Hazards"
"Andromeda black eye galaxy 🌌","RT @_iamgod: @78d508ebc498443 . Hati 2010 2:8 - 2008 tsunami and earthquake","Geological Events"
"Edinburgh Scotland","an hour ago #earthquake 4.7 has hit Yukon-Koyukuk (AK), United States, 10.8km, 15:32 BST (USGS ) https://t.co/LF5fwJqB54 https://t.co/RHo6v562o4","Geological Events"
"Worldwide, USA, UK","Onagawa Chō Earthquake Japan - Magnitude 5.0 Earthquake Strikes 45 km ENE of Onagawa Chō, Japan - June 14, 2025, at 11:07:00 UTC. https://t.co/4D4YTwytWq https://t.co/0ARPOjU3Qb","Geological Events"
"","An #earthquake with 5.00 magnitude has occurred near Onagawa Chō, Japan @ 12:47:01 UTC #asia #light https://t.co/ySSKjxE5Oo","Geological Events"
"","📍 45 km ENE of Onagawa Chō, Japan 📏 Magnitude: M5 | Depth: 55.039 km 📅 2025-06-14 🕐 10:47:01 UTC 📡 Reported by USGS. Stay safe. #earthquake","Geological Events"
"Earth","USGS reports a M5 earthquake, 45 km ENE of Onagawa Chō, Japan on 6/14/25 @ 10:47:01 UTC https://t.co/2yGG0Mq67e #earthquake","Geological Events"
"Nonthaburi, Thailand","18 min. ago #earthquake 4.9 has hit Ishinomaki Shi (Miyagi), Japan, 40.0km, 17:47 GMT+7 (JMA ) https://t.co/IxbANWEK8r https://t.co/wxKDGWbShK","Geological Events"
"Edinburgh Scotland","10 min. ago #earthquake 5.1 has hit Ishinomaki Shi (Miyagi), Japan, 10.0km, 11:46 BST (GEOFON AUTOMATIC/UNCONFIRMED: ERRORS MAY OCCUR) https://t.co/yLPRSQYjRg https://t.co/dbb0mQfhPB","Geological Events"
"In a Mirror Universe","#Earthquake: M 4.8 - 65 km N of Namuac, Philippines https://t.co/QaDzz0m3H2 https://t.co/GCPijX3pKt","Geological Events"
"Edinburgh Scotland","an hr ½ ago #earthquake 4.8 has hit Indian Ocean, 10.0km, 05:51 BST (USGS ) https://t.co/XaG9rdw0Ml https://t.co/pQsHeDjogp","Geological Events"
"Makati, PH","Muling hinikayat ng Office of Civil Defense (OCD) ang publiko na makiisa sa gagawing 2nd Quarter Nationwide Simultaneous Earthquake Drill sa June 19. #BrigadaNews https://t.co/My0DuAwgu5","Geological Events"
"🪄 Room of Requirement 🪄","I do. What's crazier was the fact that Luzon hadn't even recovered yet from the magnitude 7.8 earthquake [maximum intensity of IX] that struck the island on July 16, 1990. That's the strongest earthquake that year and Pinatubo's eruption remains the biggest in the last 100 years. https://t.co/xe6w5PEAVJ","Geological Events"
"","【m4.4】MINDANAO, FILIPINAS 44km 15/06/2025 12:31:27 UTC #Sismo #Terremoto (G)https://t.co/oATfkQEPMm (EMSC)https://t.co/hmHH9Zacjo","Geological Events"
"","【m4.2】LUZON, FILIPINAS 10km 14/06/2025 18:33:06 UTC #Sismo #Terremoto (G)https://t.co/WnFUwO119K (EMSC)https://t.co/5dm1R8Rya2","Geological Events"
"Wherever The Wind Blows","RT @EQAlerts: #Earthquake M4.8 | #Mindanao, #Philippines | 6m ago | Jun 13, 2025 08:13 am (Universal Time): https://t.co/tOX8BkLiTz","Geological Events"
"","RT @myearthquakeapp: 4.89 earthquake occurred near Mindanao, Philippines at 14:38 UTC! #earthquake #Mindanao https://t.co/UzfeXbH1ia","Geological Events"
"yuba city ca","19 min.ago #earthquake 3.5 m near San Jorge (Eastern Visayas), Philippines, Jun 13, 2025, 11:42:34 AM PDT (EMSC) https://t.co/TMjQYEjw0R (source: emsc. These data are automatic and not confirmed by seismologists. Errors may occur) https://t.co/dHRfu2zHrM","Geological Events"
"Hong Kong","Earthquake: 2025-06-13 16:13 HKT M 5 [5.20 N, 125.58 E], focal depth of 73 km, in Mindanao, Philippines https://t.co/h7fwkeY46T","Geological Events"
"México,City","#IIGEA #SIMMSA #SISMO #EARTHQUAKE MAGNITUDE: 5.0Mw #MINDANAO #PHILIPPINES 2025-06-13, 08:13:18.81 UTC LAT: 5.2174° LON: 125.0861° DEPTH: -10.0km https://t.co/dDkD3zA4Ii https://t.co/RwLpjVvrdy","Geological Events"
"México,City","M 5.1, Mindanao, Philippines #earthquake #Sismo #GEOFON https://t.co/r1esVPt6AO","Geological Events"
"Boquete, Panama","Preliminary M5.1 #Earthquake ID: #rs2025lnvsox 44km from #Sarangani, #Mindanao,Philippines 2025-06-13 08:13 UTC Source: #GFZ @raspishake Join the largest #CitizenScience EQ community ➡ https://t.co/Y5O0dgJqJF EVENT ➡ https://t.co/RTV753Hv1o https://t.co/GHY4jVlr7D","Geological Events"
"Nouméa, New Caledonia","ird2025lnvsqj Mindanao, Philippines mb 5.0 2025/06/13 08:13:24 - For updates, please see https://t.co/PXHJNKbjAg @EarthquakesGA @GeoscienceAus #earthquake #seisme #sismo https://t.co/ZD25FK4pv3","Geological Events"
"","An #Earthquake of magnitude 4.7 occurred in Mindanao, Philippines on 06/12 at 18:55:03 UTC. See more in the Earthquake app https://t.co/hPpDqklTfl","Geological Events"
"Nawada.bihar","RT @suraajvaishali: 6.8 magnitude earthquake hits Afghanistan, tremors felt in Delhi NCR, Jammu Kashmir, Jaipur at 10:21 pm. Region: Afgha…","Geological Events"
"Argentina","🚨Earthquake in Philippines!🚨 🇵🇭 Region: South China Sea 🔥Magnitude: 4.8° 📌Date: June 14, 2025, 05:27 (HL) ⬇️Depth: 39 km 🌎Epicenter: 65 km N of Namuac, Philippines ⚠️ 28 days until July 11 (🇺🇸 big one alert) #breaking #terremoto #temblor #sismo #earthquake #today https://t.co/7KE6tWUG3b https://t.co/pe5aYLWvG6","Geological Events"
"worldwide","Strong #Earthquake possibility be High Alert 👁️ M 4.5 / 5.5 / 6+++++7++ 14 june -- to -- 27 June Red Alert🛑 Indonesia / Japan / philippines/ Taiwan / Argentina Easter Island / Guatemala/ Mexico Dominican Republic / Rwanda https://t.co/grz9y3vPLw","Geological Events"
"Reggaeville","@JMilei I am estimating a 99% chance the coming M10 earthquake is in the *northwest* Pacific, and that it primarily involves Japan-Kuril area and very similar level of chance it involves Kamchatka. Then 75% chance it also involves Alaska, and about the same for the Philippines","Geological Events"
"Global monitoring","Green #earthquake alert (4.8M,depth:39km) in #Philippines 14 Jun 2025 09:27 UTC,Pop100km:270000 - https://t.co/lUEr58XyLn - #GDACSFeedback","Geological Events"
"Edinburgh Scotland","42 min. ago #earthquake 5.2 has hit Municipality of Calayan (Cagayan Valley), Philippines, 39.0km, 10:27 BST (GEONET ) https://t.co/ASos3otBP0 https://t.co/pDbkmmQWan","Geological Events"
"Edinburgh Scotland","42 min. ago #earthquake 5.0 has hit Municipality of Sanchez Mira (Cagayan Valley), Philippines, 10.0km, 10:27 BST (PHIVOLCS ) https://t.co/iFSUCfdxF8 https://t.co/a62AM0xwqz","Geological Events"
"","Recent #Earthquake: M 4.8 - 65 km N of Namuac, Philippines reported at 09:27:44 UTC (22 minutes ago). #EarthquakeAlert. See more details at https://t.co/quqtH39YWh. How do you prepare? Share tips and stay safe! #earthquakePrep. Data provided by #usgs","Geological Events"
"","An #earthquake with 4.80 magnitude has occurred near Namuac, Philippines @ 11:27:44 UTC #asia #light https://t.co/2zvnFJXXHt","Geological Events"
"Earth","On 2025-06-14, at 09:27:44 (UTC), there was an earthquake around 65 km N of Namuac, Philippines. The depth of the hypocenter is about 39.0km, and the magnitude of the earthquake is estimated to be about 4.8. https://t.co/uZlfxb3uTl https://t.co/drEKExLPCM","Geological Events"
"","An #Earthquake of magnitude 4.8 occurred in 65 km N of Namuac, Philippines on 06/14 at 09:27:44 UTC. See more in the Earthquake app https://t.co/hPpDqklTfl","Geological Events"
"","4.8 magnitude #earthquake. 65 km from Namuac, #CagayanValley, Philippines https://t.co/p8PouysP2q","Geological Events"
"Earth","USGS reports a M4.8 earthquake, 65 km N of Namuac, Philippines on 6/14/25 @ 9:27:44 UTC https://t.co/3KUhnpdhPa Try Every Earthquake on your iPhone! Grab the new app here: https://t.co/E1g19fUIFv #earthquake","Geological Events"
"","Moderate M4.8 earthquake 65 km N of Namuac, Philippines at 38.976 km depth on 2025-06-14 09:27:44 UTC. Did you feel it? Check details: https://t.co/hkNPBwPdhL","Geological Events"
"Not in the UK anymore","@AvonandsomerRob Get some corkers here in the Philippines. It’s typhoon season now. I’ve had a 5.1 earthquake just 20 miles away to the epicentre on May 27th that made the building sway slightly and yes I felt it, storms here most nights, but not witnessed a typhoon yet.","Geological Events"
"Not in the UK anymore","@AvonandsomerRob Get some corkers here in the Philippines. It’s typhoon season now. I’ve had a 5.1 earthquake just 20 miles away to the epicentre on May 27th that made the building sway slightly and yes I felt it, storms here most nights, but not witnessed a typhoon yet.","Storms, Typhoons, and Wind Events"
"Palm Bay","@AlexaeGoerge 5.3 magnitude earthquake hits the Balleny Islands region 5.2 magnitude earthquake hits near Tambolaka, Indonesia 5.1 magnitude earthquake hits near Mata-Utu, Wallis and Futuna 5.0 magnitude earthquake hits near Sarangani, Philippines","Geological Events"
"Argentina","🔥Historic earthquakes that occurred on June 14: 🇵🇭 M7.1 - Panay, Philippines, 1990 🔥 🇰🇿🇨🇳 M6.6 - Kazakhstan-Xinjiang border Region, 1990 ➡️28 days until July 11 (megaquake alert in California) ⚠️Alert for possible earthquake today⚠️ #earthquake #sismo #temblor #urgente https://t.co/LDImuBMplz","Geological Events"
"Worldwide, USA, UK","General Santos Earthquake Philippines - Magnitude 5.0 Earthquake Strikes 46 km WSW of Sarangani, Philippines - June 13, 2025, at 08:30:00 UTC. https://t.co/EPhE48Ttkh https://t.co/wjKEpKIbsA","Geological Events"
"","📍 46 km WSW of Sarangani, Philippines 📏 Magnitude: M5 | Depth: 10 km 📅 2025-06-13 🕐 08:13:18 UTC 📡 Reported by USGS. Stay safe. #earthquake","Geological Events"
"","Recent #Earthquake: M 5.0 - 46 km WSW of Sarangani, Philippines reported at 08:13:18 UTC (22 minutes ago). #EarthquakeAlert. See more details at https://t.co/4PuxyTKuPu. In an #earthquake, use stairs, not elevators! 🚶‍♂️🚶‍♀ #safetyfirst. Data provided by #usgs","Geological Events"
"","An #earthquake with 5.00 magnitude has occurred near Sarangani, Philippines @ 10:13:18 UTC #asia #light https://t.co/HHB3N48C6W","Geological Events"
"Earth","On 2025-06-13, at 08:13:18 (UTC), there was an earthquake around 46 km WSW of Sarangani, Philippines. The depth of the hypocenter is about 10.0km, and the magnitude of the earthquake is estimated to be about 5.0. https://t.co/di9idhYVKy https://t.co/8RH6qS6Pvf","Geological Events"
"In a Mirror Universe","#Earthquake: M 5.0 - 46 km WSW of Sarangani, Philippines https://t.co/d2OyhBG0sZ https://t.co/9y6QaJiRtP","Geological Events"
"","Moderate M5 earthquake 46 km WSW of Sarangani, Philippines at 10 km depth on 2025-06-13 08:13:18 UTC. Did you feel it? Check details: https://t.co/wnW3ybNNi2","Geological Events"
"Earth","USGS reports a M5 earthquake, 46 km WSW of Sarangani, Philippines on 6/13/25 @ 8:13:18 UTC https://t.co/MIks3iF9xn #earthquake","Geological Events"
"","M5.0 earthquake auto-minted a new #NFT for @datamuseum M5.0 #earthquake 46 km WSW of Sarangani, Philippines that occurred at 2025-06-13T08:32:16.997Z. 🔬 https://t.co/x3MMYEkVU6 📰 https://t.co/5V6E69CM5d #algorand #history #seismology https://t.co/8gOn2eAbNW","Geological Events"
"Roseville, CA","Quake alert! A 5 magnitude earthquake occurred 46 km WSW of Sarangani, Philippines. Visit Us: https://t.co/LZJjQt09MZ #earthquake #quakelogic #quake #earth #Philippines https://t.co/IHNg6m0WFl","Geological Events"
"","5.0 magnitude #earthquake. 47 km from #Sarangani, Davao, Philippines https://t.co/yn9U27j8ks","Geological Events"
"Global","A magnitude 5 earthquake took place 47km SW of Sarangani, Philippines at 08:13 UTC (18 minutes ago). The depth was 10km and was reported by NEIC. #earthquake #earthquakes #Sarangani #Philippines https://t.co/Hy0Zqlc2R8","Geological Events"
"Philippines","Researchers from the University of the Philippines’ Marine Science Institute discovered the pristine state and rich deep coral ecosystem at the Benham Bank, an underwater seamount located 50 meters below the sea surface near the eastern coast of Luzon. The team used Baited https://t.co/jvsAE2hjGT","Environmental Degradation and Land Use"
"Philippines","The Benham Bank is home to a thriving ecosystem full of unique and untouched biodiversity. It is considered one of the Philippines’ richest deep coral ecosystems, according to a study made by the UP Marine Science Institute. Researchers from UP MSI observed marine life 60-70 https://t.co/H8WZ1H9CEN","Environmental Degradation and Land Use"
"Miyakojima","6/12 very hot and humid in Miyako Because of Typhoon by the Philippines, it's little windy and there is a high wave warning!! Be careful #miyakojima #okinawa #miyakoisland","Extreme Heat / Heatwaves"
"Miyakojima","6/12 very hot and humid in Miyako Because of Typhoon by the Philippines, it's little windy and there is a high wave warning!! Be careful #miyakojima #okinawa #miyakoisland","Storms, Typhoons, and Wind Events"
"Miyakojima","6/12 very hot and humid in Miyako Because of Typhoon by the Philippines, it's little windy and there is a high wave warning!! Be careful #miyakojima #okinawa #miyakoisland","Sea Level Rise / Coastal Hazards"
"","@DYANCASTILLEJO napaka windy po grabe","Storms, Typhoons, and Wind Events"
"","Medyo windy tonight ha","Storms, Typhoons, and Wind Events"
"5’8","inupuan na lang yung windy day AKSJDNKJASNDKAN oh my gulugod","Storms, Typhoons, and Wind Events"
"","sarap tlga ng cold windy cloudy whether lamegh","Storms, Typhoons, and Wind Events"
"Prague, Czech Republic","20250711 magistrála Legerova afternoon live 18°C Enjoy the breezy windy show https://t.co/eGmy4uQ7oc","Cold Weather / Temperature Drops"
"","@angdiwangmalaya Grabe ka windy dto tito parang mapuputol tenga ko hahahahahaha. ahhh ganun pala dyan","Storms, Typhoons, and Wind Events"
"bikini bottom 🪸🫧🦀🌊🧜🏻‍♀️","@MOQEELBASE snowy stormy windy Lagi-lagi MQ salah paham #KomunikasiMQ190 #AsmaraGenZSolid190 #MOQEEL","Cold Weather / Temperature Drops"
"Johannesburg, South Africa","@HlebbyKe It's windy and 7° where I'm at. Uyadlala wena.","Cold Weather / Temperature Drops"
"Makati, Philippines","WATCH: Students and teachers, don't forget to bring your umbrellas and rain gear tomorrow, June 16, 2025, the first day of school for 2025-26. Weather forecast app, Windy, showed heavy rains expected early afternoon in the Visayas, and later afternoon in many parts of Luzon, https://t.co/I5OulYFacE","Flooding and Extreme Precipitation"
"","Can we talk about Wildfire and Climate Propeganda? https://t.co/OpXCnygmHU https://t.co/bi4KdLFFpE","Environmental Degradation and Land Use"
"Cariboo Chilcotin BC Canada","Good morning. Hot weather, wildfire smoke trigger advisories for most of southern B.C., Peace Region. South Cariboo calling for increasing clouds wth highs to 27.Light winds to 20k.Look over yonder. Tis the weekend. Have a good day😉 ~S~ Ph: Charlie Riedel https://t.co/FrRKo7Dnot","Extreme Heat / Heatwaves"
"Cariboo Chilcotin BC Canada","Good morning. Hot weather, wildfire smoke trigger advisories for most of southern B.C., Peace Region. South Cariboo calling for increasing clouds wth highs to 27.Light winds to 20k.Look over yonder. Tis the weekend. Have a good day😉 ~S~ Ph: Charlie Riedel https://t.co/FrRKo7Dnot","Air Pollution and Emissions"
"oh canada","@krisheaaa @nangnongs_ofc on and off yung wildfire bii, lalo ngayong summer.","Environmental Degradation and Land Use"
"","@nangnongs_ofc Okay na po ba yung wildfire sa Canada?","Extreme Heat / Heatwaves"
"","@nangnongs_ofc Okay na po ba yung wildfire sa Canada?","Environmental Degradation and Land Use"
"Makati City","CLASS SUSPENDED READ: All classes in Jose Abad Santos, Davao Occidental, are suspended Monday in both public and private schools due to adverse weather conditions caused by the Intertropical Convergence Zone, according to an advisory from the Office of the Municipal Mayor. https://t.co/18IbvDQ1jZ","Storms, Typhoons, and Wind Events"
"Makati City","CLASS SUSPENDED READ: All classes in Jose Abad Santos, Davao Occidental, are suspended Monday in both public and private schools due to adverse weather conditions caused by the Intertropical Convergence Zone, according to an advisory from the Office of the Municipal Mayor. https://t.co/18IbvDQ1jZ","Flooding and Extreme Precipitation"
"Filipinas","@virgorini Welcome to the Philippines. Mabuhay! I hope you bring an umbrella with you when you go out. The weather here is unpredictable.","Flooding and Extreme Precipitation"
"Philippines","WEATHER UPDATE: The easterlies, which brings cloudy skies with scattered rains and thunderstorms, will affect Visayas, Bicol Region, and Quezon on Monday, June 16, according to PAGASA. (1/4) https://t.co/kcNi9EZSmM","Flooding and Extreme Precipitation"
"Quezon City, PHILIPPINES","REGIONAL WEATHER FORECAST for #NCR_PRSD Issued at: 5:00 AM, 16 June 2025 Valid Beginning: 5:00 AM today - 5:00 AM tomorrow https://t.co/FgzeJ2MW3i https://t.co/cONMghUND6","Flooding and Extreme Precipitation"
"Quezon City, PHILIPPINES","REGIONAL WEATHER FORECAST for GREATER METRO MANILA AREA (GMMA) #NCR_PRSD Issued at: 4:00 AM, 16 June 2025 Valid Beginning: 4:00 AM - 10:00 AM today https://t.co/FgzeJ2NtSQ https://t.co/PrX8sPpkfD","Flooding and Extreme Precipitation"
"","RT @FairyBabePH: Manila,the weather is so hot! Keep hydrated! Free Bottled waters available here outside Samsung Hall near The Coffee Bean.…","Extreme Heat / Heatwaves"
"♭","@thebaemonph brewing = coffee powder = dust smoke air is thick = pollution spicy vibes = hot af weather welcome to manila babymonster!","Extreme Heat / Heatwaves"
"♭","@thebaemonph brewing = coffee powder = dust smoke air is thick = pollution spicy vibes = hot af weather welcome to manila babymonster!","Air Pollution and Emissions"
"▸TOP(攻め) Nero & Zoro(ゾロ) ᴏɴʟʏ","@haysia_haruzan just some fever. since weather here in ph is indecisive xD doesnt know weather to be sunny or rainy ahahhahahahaha","Storms, Typhoons, and Wind Events"
"▸TOP(攻め) Nero & Zoro(ゾロ) ᴏɴʟʏ","@haysia_haruzan just some fever. since weather here in ph is indecisive xD doesnt know weather to be sunny or rainy ahahhahahahaha","Flooding and Extreme Precipitation"
"Philippines","RT @dzrhnews: WEATHER ALERT: Asahan ang heavy to intense rains sa Zambales, Bataan, Batangas, Rizal, Quezon, at Nueva Ecija sa susunod na d…","Flooding and Extreme Precipitation"
"Manila, Philippines","WEATHER ALERT: Asahan ang heavy to intense rains sa Zambales, Bataan, Batangas, Rizal, Quezon, at Nueva Ecija sa susunod na dalawang oras. Kasalukuyang nararanasan ang intense to torrential rains sa bahagi ng Pampanga, Bulacan, Metro Manila, Cavite, Laguna, at Tarlac na maaaring https://t.co/BI09yc4lHZ","Flooding and Extreme Precipitation"
"Manila, Philippines","current weather in Manila: light showers, 29°C, 78% humidity, wind 13kmh, pressure 1010mb","Flooding and Extreme Precipitation"
"Manila, Philippines","WEATHER ALERT: Asahan ang moderate to heavy rains sa Tarlac, Pampanga, Bataan, at Laguna sa susunod na dalawang oras. Nararanasan naman ang intense to torrential rains sa bahagi ng Bulacan, Rizal, Metro Manila, Cavite, Batangas, Nueva Ecija, Zambales, at Quezon na maaaring https://t.co/dAb9KpUYMR","Flooding and Extreme Precipitation"
"Quezon City, PHILIPPINES","REGIONAL WEATHER FORECAST for #NCR_PRSD Issued at: 5:00 PM, 15 June 2025 Valid Beginning: 5:00 PM today - 5:00 PM tomorrow https://t.co/FgzeJ2NtSQ Help us improve our service by answering this quick survey. Kindly follow this link: https://t.co/GG5gDsTW29 https://t.co/03BaSgXUk9","Flooding and Extreme Precipitation"
"","RT @chronononono: 📈🍦🍨🥥🇮🇩🇵🇭 Adverse weather in Indonesia and the Philippines, which together account for three-quarters of global coconut oi…","Flooding and Extreme Precipitation"
"","RT @chronononono: 📈🍦🍨🥥🇮🇩🇵🇭 Adverse weather in Indonesia and the Philippines, which together account for three-quarters of global coconut oi…","Storms, Typhoons, and Wind Events"
"Manila, Philippines","WEATHER ALERT: Posibleng makaranas ng 'moderate to heavy rainshowers' na may pagkidlat at malalakas na hangin ang mga sumusunod na lugar sa susunod na dalawang oras, ayon sa @dost_pagasa: Laguna Rizal Metro Manila Cavite Batangas Bulacan Zambales | DZRH News https://t.co/Tg9GkdcFt4","Flooding and Extreme Precipitation"
"Manila, Philippines","WEATHER ALERT: Posibleng makaranas ng 'moderate to heavy rainshowers' na may pagkidlat at malalakas na hangin ang mga sumusunod na lugar sa susunod na dalawang oras, ayon sa @dost_pagasa: Laguna Rizal Metro Manila Cavite Batangas Bulacan Zambales | DZRH News https://t.co/Tg9GkdcFt4","Storms, Typhoons, and Wind Events"
"Makati City","WEATHER PH: Issued at: 12:51 PM, moderate to heavy rainshowers with lightning and strong winds are expected over Bulacan, Quezon, Laguna, Cavite, Batangas, Metro Manila, Rizal, Zambales and Bataan within the next 2 hours PAGASA. All are advised to take precautionary measures https://t.co/iinLYJSiKt","Flooding and Extreme Precipitation"
"Makati City","WEATHER PH: Issued at: 12:51 PM, moderate to heavy rainshowers with lightning and strong winds are expected over Bulacan, Quezon, Laguna, Cavite, Batangas, Metro Manila, Rizal, Zambales and Bataan within the next 2 hours PAGASA. All are advised to take precautionary measures https://t.co/iinLYJSiKt","Storms, Typhoons, and Wind Events"
"Manila, Philippines","WEATHER ALERT: Naglabas ng thunderstorm advisory ang @dost_pagasa sa Bulacan, Quezon, Laguna, Cavite, Batangas, Metro Manila, Rizal, Zambales at Bataan. Asahan ang 'moderate to heavy rainshowers' sa susunod na dalawang oras. | DZRH News https://t.co/SANFPjASjp","Flooding and Extreme Precipitation"
"Manila, Philippines","WEATHER ALERT: Naglabas ng thunderstorm advisory ang @dost_pagasa sa Bulacan, Quezon, Laguna, Cavite, Batangas, Metro Manila, Rizal, Zambales at Bataan. Asahan ang 'moderate to heavy rainshowers' sa susunod na dalawang oras. | DZRH News https://t.co/SANFPjASjp","Storms, Typhoons, and Wind Events"
"mw: nez &&. awi","RT @starsendings: rainy season in the philippines.... normalize blaming sebek zigvolt for this weather 💔💔💔💔","Flooding and Extreme Precipitation"
"braso ni cheol","ano weather sa pinas kapag august?","Flooding and Extreme Precipitation"
"braso ni cheol","ano weather sa pinas kapag august?","Storms, Typhoons, and Wind Events"
"","RT @dost_pagasa: 5-DAY REGIONAL WEATHER OUTLOOK for #NCR_PRSD Issued at: 9:00 AM, 15 June 2025 Valid Beginning: 9:00 AM today - 9:00 AM tom…","Flooding and Extreme Precipitation"
"","north america. proven and tested na po namin electrolytes and vitamin c to help us get thru the weather and flu season here. and the sudden temperature change is really hard on the body kaya wear proper clothing po🥹. @BINI_ph","Cold Weather / Temperature Drops"
"Philippines","State weather bureau PAGASA released a thunderstorm advisory on Sunday morning. Moderate to heavy rain showers with lightning and strong winds are expected over Batangas and Quezon within the next 3 hours. SOURCE: PAGASA-DOST https://t.co/h9QW7p1T6O","Flooding and Extreme Precipitation"
"Philippines","State weather bureau PAGASA released a thunderstorm advisory on Sunday morning. Moderate to heavy rain showers with lightning and strong winds are expected over Batangas and Quezon within the next 3 hours. SOURCE: PAGASA-DOST https://t.co/h9QW7p1T6O","Storms, Typhoons, and Wind Events"
"","rainy weather got me missing the Philippines https://t.co/Pt2V3dyp1z","Flooding and Extreme Precipitation"
"Republic of the Philippines","Villamil: Dito sa Metro Manila at nalalabing bahagi ng bansa, ang easterlies ang weather system na iiral kaya asahan ang mainit at maalinsangang panahon. Sasamahan lamang 'yan ng mga biglaan at panandaliang pag-ulan na dulot ng thunderstorms.","Extreme Heat / Heatwaves"
"Republic of the Philippines","Villamil: Dito sa Metro Manila at nalalabing bahagi ng bansa, ang easterlies ang weather system na iiral kaya asahan ang mainit at maalinsangang panahon. Sasamahan lamang 'yan ng mga biglaan at panandaliang pag-ulan na dulot ng thunderstorms.","Flooding and Extreme Precipitation"
"Republic of the Philippines","Villamil: Dito sa Metro Manila at nalalabing bahagi ng bansa, ang easterlies ang weather system na iiral kaya asahan ang mainit at maalinsangang panahon. Sasamahan lamang 'yan ng mga biglaan at panandaliang pag-ulan na dulot ng thunderstorms.","Storms, Typhoons, and Wind Events"
"Davao, Philippines","current weather in Davao: fog, 23°C, 94% humidity, wind 3kmh, pressure 1010mb","Cold Weather / Temperature Drops"
"Nigeria","Ph weather 😔😔 It’s so cold tonight https://t.co/F9Lity0cNR","Cold Weather / Temperature Drops"
