user_location,text,category
,"Katamtamang hanggang sa malakas na pag-ulan na may kasamang pagkidlat at malakas na hangin ang nararanasan sa mga sumusunod na lugar batay sa 1:41 p.m. advisory ng #PAGASA: -Metro Manila (Paranaque, Muntinlupa, Taguig, Pateros, Pasig, Makati, Pasay) -parts of Zambales [1/2] https://t.co/sZBkT5vkbK","Storms, Typhoons, and Wind Events"
"Quezon City, Philippines","WEATHER UPDATE | Ilang lugar sa Luzon, posibleng ulanin ngayong araw dahil sa LPA at Habagat. Sa inilabas na weather advisory ng PAGASA, kabilang sa posibleng makaranas ng pag-ulan ngayong araw ang Pangasinan, Zambales, Bataan, Cavite, Batangas, Occidental Mindoro, Palawan, at https://t.co/64kiNq2w9Y","Storms, Typhoons, and Wind Events"
,RT @ClareXhsApuli: masyado mo naman pinapa init yung panahon sa pinas miss maem 🤷 https://t.co/UjF2i2YB2n,Pollution
Republic of the Philippines,@lsuyko19 @srsasot_ Davao flood… graveh baha bakla sana kasama ka sa naanod,Coastal & Flooding Hazards
,Tumaas yung flu cases sa amin dahil sa lamig. Mag ingat kayo!,Cold Weather / Temperature Drops
,Thankful we're safe pero heartbroken for those who lost everything,Coastal & Flooding Hazards
"Cebu City, Philippines",What a coincidence na sa pbb time talaga umulan dito at malakas na thunder at lightning at nawala din after for how many minutes or hours dito sa cebu city but idk if it's like this in the other part of cebu,"Storms, Typhoons, and Wind Events"
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 8 #NCR_PRSD Issued at: 2:00 AM, 15 June 2025(Sunday) Moderate to heavy rainshowers with lightning and strong winds are expected over Nueva Ecija, Pampanga, Zambales, Bulacan, Quezon and Laguna within the next 2 hours. The above conditions are being https://t.co/bEXzcDi5f6","Storms, Typhoons, and Wind Events"
,Ginaw na ginaw si girl. Also bat laki ng noo ko shshhsa https://t.co/mcBO5FGvbA,Extreme Heat / Heatwaves
"Cebu City, Central Visayas","Bisag kusog kaayo ang uwan, maughan gihapon ko ni Isaac og linulu. 😂😂😂","Storms, Typhoons, and Wind Events"
,Fashion over function failed me today. Nilalamigan ako sa OOTD ko,Cold Weather / Temperature Drops
,"Nangangalay akong maglakad sa kainit, grabe talaga.",General Weather
"Quezon City, PHILIPPINES","REGIONAL WEATHER FORECAST for #NCR_PRSD Issued at: 5:00 AM, 16 June 2025 Valid Beginning: 5:00 AM today - 5:00 AM tomorrow https://t.co/FgzeJ2MW3i https://t.co/cONMghUND6",Pollution
,Continuous moderate rain causing flooding near coastal communities.,Coastal & Flooding Hazards
,@Crompton_India In NCR@45 degree temperature after two days the service centre told to get it replaced from whom you bought. Should I again go to Bhagirath Place Delhi to get it replaced. Is it not a cruel joke in the scorching heat that too on Sunday when market is closed.,Extreme Heat / Heatwaves
,I H8 MANILA AIR TALAGA. ANG DAMI KO NA NAMANG BUMPS SA MUKHA TAPOS LAPOT NA LAPOT NA NAMAN LAGI PARANG YUNG MUKHA KO ARAW-ARAW DUMADAAN SA PAGSUBOK OO YUNG MUKHA KO TALAGA KAINIS nakakadown to ah wth kase ang life decisions eh,Pollution
,Any casualties reported ba? Hoping everyone is safe,Geological Events
,Worried about weather more than I should be,General Weather
,Construction delays dahil sa panahon,General Weather
,"argh, na trauma jd ko anang hangin na bugnaw ba. Kanang hangin na mo hug saimo tapos bugnaw kaau.",Cold Weather / Temperature Drops
"Cebu City, Central Visayas","#altercebu #cebualter Bugnaw pa ang uwan, bugnaw pa ang aircon agoiii. Any gifted TOP within Guadalupe, Fuente, Capitol or Escario? Ali bugnaw au dri. Twink lean cutie Vb here . PM me","Storms, Typhoons, and Wind Events"
,"Umaga iba, tanghali iba, gabi iba. Ano ba talaga weather?",General Weather
,@angdiwangmalaya Grabe ka windy dto tito parang mapuputol tenga ko hahahahahaha. ahhh ganun pala dyan,"Storms, Typhoons, and Wind Events"
Intramuros,"RT @arielrojasPH: Weather Forecast for June 11, 2025, Wednesday Papalayo ang bagyo at walang epekto sa bansa. Maulan sa Luzon halos buong…","Storms, Typhoons, and Wind Events"
,"GOOD NEWS(June 12,Thurs.5:23PM):Bukas (Friday) possible ang generally improved weather sa Metro Manila at ilang parte ng West Sections ng Luzon, possible mas magpakita na ang araw dahil sa possibleng pag hina ng #Habagat .Sa parts ng extereme northern luzon possible maulan. https://t.co/oQBsKLS3vu","Storms, Typhoons, and Wind Events"
"Quezon City, PHILIPPINES","Thunderstorm Advisory No. 8 #NCR_PRSD Issued at: 2:00 AM, 15 June 2025(Sunday) Moderate to heavy rainshowers with lightning and strong winds are expected over Nueva Ecija, Pampanga, Zambales, Bulacan, Quezon and Laguna within the next 2 hours. The above conditions are being https://t.co/bEXzcDi5f6","Storms, Typhoons, and Wind Events"
,@adiDadz malas nung punta namin last week puro fog HAHAHA maulan ba ngayon dyan?,Extreme Heat / Heatwaves
MNL,"PGT ko pa huling nakita ang boys and that was on May. Miss you 5!! 🤗 Kailan kaya magiging parehas ang lupang tinatapakan, hangin na nilalanghap at usok mula sa polusyon? EME! Sobrang OA, see u soonest 🤍 Throwback muna 😘 #BGYO #BGYO_AllTheseLadies @bgyo_ph https://t.co/QcxfFhBomm",Pollution
"Cebu City, Philippines",So it’s raining na nga with thunder and lightning dito sa cebu city,"Storms, Typhoons, and Wind Events"
▸TOP(攻め) Nero & Zoro(ゾロ) ᴏɴʟʏ,@haysia_haruzan just some fever. since weather here in ph is indecisive xD doesnt know weather to be sunny or rainy ahahhahahahaha,"Storms, Typhoons, and Wind Events"
Philippines,"@petite_melody Thanks! Have a nice afternoon too! It's currently cloudy here in the Philippines, but there's no rain yet ;w;","Storms, Typhoons, and Wind Events"
,Panahon serves as daily reminder ng reality natin,General Weather
Parañaque,Posible namang magsimula nang humina ang habagat at mabawasan na ang mga pag-ulan sa Biyernes. #WeatherPatrol 🌧 https://t.co/DlJ0FiRbVg,Pollution
,Lagi akong masama pakiramdam lately. Weather related ata,General Weather
Davao,"RT @sciencekonek: #SciOTD 𝗣𝗜𝗡𝗔𝗧𝗨𝗕𝗢 𝗘𝗥𝗨𝗣𝗧𝗦 𝗢𝗡 𝗜𝗡𝗗𝗘𝗣𝗘𝗡𝗗𝗘𝗡𝗖𝗘 𝗗𝗔𝗬 On this day in 1991, as the Philippines commemorated Independence Day, Pina…",Geological Events
,"𝗥𝗮𝗶𝗻𝘆 𝗦𝗲𝗮𝘀𝗼𝗻 𝗶𝗻 𝘁𝗵𝗲 𝗣𝗵𝗶𝗹𝗶𝗽𝗽𝗶𝗻𝗲𝘀: 𝗕𝗲 𝗜𝗻𝗳𝗼𝗿𝗺𝗲𝗱. 𝗕𝗲 𝗣𝗿𝗲𝗽𝗮𝗿𝗲𝗱. 🌧️ As the rainy season approaches in the Philippines, it brings the threat of heavy rains, typhoons, and increased risks to public health and safety. https://t.co/usnZ9EzY1J","Storms, Typhoons, and Wind Events"
,sarap nung rider ko kanina sumasabay pa lamig ng ulan hahaha,"Storms, Typhoons, and Wind Events"
Global,"A magnitude 5 earthquake took place 47km SW of Sarangani, Philippines at 08:13 UTC (18 minutes ago). The depth was 10km and was reported by NEIC. #earthquake #earthquakes #Sarangani #Philippines https://t.co/Hy0Zqlc2R8",Geological Events
"Patriot House, ITO, Delhi-2","Delhi Weather: Amid the scorching heat in Delhi after days of red alert, the India Meteorological Department (IMD) has forecast thunderstorm and rain #DelhiWeather #DelhiRain #DelhiNews https://t.co/t9yv3NosnW",Extreme Heat / Heatwaves
i love niki and esbi ❤️‍🩹,baha na sa manila https://t.co/whfFM8Ze3h,Coastal & Flooding Hazards
Republic of the Philippines,"WATCH: Rainy season updates on #WeatherHQ with @paodelrosario! PAGASA’s Veronica Torres breaks down the cyclone near PAR, Luzon rains, and monsoon effects. #ItsABeautifulDay https://t.co/8YvNmzgxbr","Storms, Typhoons, and Wind Events"
Cagayan De Oro City,manakit jd dyon akong tiil ug ting bugnaw or matutok sa hangin,Cold Weather / Temperature Drops
,"Hay nako panahon. Stress ka na nga sa buhay, stress ka pa sa weather",General Weather
Philippines,"However, partly cloudy to cloudy skies with isolated rain showers or thunderstorms will affect the rest of Mindanao. (3/4)","Storms, Typhoons, and Wind Events"
,PSA: Please take care. Common cold season is coming,Cold Weather / Temperature Drops
"Quezon City, PHILIPPINES","Rainfall Advisory No. 7 #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 8:00 AM, 11 June 2025(Wednesday) Light to moderate with occasional heavy rains are expected over Tarlac, Bulacan, Metro Manila, Rizal, Quezon, Laguna and Nueva Ecija. Light to moderate with https://t.co/0pTfpufnIO",Extreme Heat / Heatwaves
Cabuyao. Laguna,"Eto ung season sa Seoul na akala mo namaligno. Umalis ako this morning na Naka jacket kasi, ang lamig tapus nung tanghali akala mo nasa Pinas na ako sa init tapus parang uulan naman now 😩","Storms, Typhoons, and Wind Events"
The Clouds,"RT @bumaBAgyo: BAKIT MAULAN NGAYON? Sa aking palagay, hindi ito yung typical na “enhanced habagat” kung saan may bagyong humihila sa south…","Storms, Typhoons, and Wind Events"
,Why is weather like this? Who approved this?,General Weather
India,"#WATCH | IMD Scientist Naresh Kumar says, ""Heat wave conditions have been prevailing over northwest India and the Himalayas for several days... As per our forecast, heat wave conditions are expected to improve by today... In Delhi NCR today, hot, humid conditions will be there https://t.co/93uebVNnDs",Extreme Heat / Heatwaves
,"@3Pick_JL Hindi na alon yan, delubyo na 😱","Storms, Typhoons, and Wind Events"
,"@RahulGandhi within a decade delhi ncr will become inhabitable because our govt doing nothing on pollution, enviornment, civic sense no rules what so ever only fake drives treating public as lab rats, they are going to send there son's and daughter to europe, USA",Pollution
Philippines,"Facing intensifying typhoons, rising seas, extreme heat, and devastated fishing communities—like those in Luzon—millions of Filipinos depend on robust climate adaptation and disaster mitigation funds to build evacuation centers, strengthen infrastructure, and secure livelihoods. https://t.co/S9OpGNWzys",Coastal & Flooding Hazards
🇵🇭 🇬🇧,"Sa panahon ng tag-ulan, mukhang hindi lang bagyo ang puwedeng magpabaha. Maaaring ang Habagat (lalo na kapag pinapalakas ng bagyo) ang pangunahing nagdadala ng matinding ulan sa kanluran ng Pilipinas. https://t.co/g0lXpMFmZQ","Storms, Typhoons, and Wind Events"
Quezon City,The city government of Iloilo will begin installing waste traps at the boundaries of barangays (villages) along the Iloilo River and nearby creeks to trace the sources of pollution and hold violators accountable. https://t.co/MAcbOb1joq,Pollution
,@baxirahul Imagine us people in the sweltering NCR region! Hot and Humid here these days.,Extreme Heat / Heatwaves
,@dresoftine na para bang may lindol kasi grabi yung duck and cover HAHAHAHAHAHAHAHHA😭😭😭,Geological Events
,@BBCNews @grok how hot is their weather in degrees celcius? and compare it to Philippines.,Cold Weather / Temperature Drops
oh canada,"@krisheaaa @nangnongs_ofc on and off yung wildfire bii, lalo ngayong summer.",Pollution
"Iloilo City, Western Visayas",Fit check muna bago kunin ung mga sinampay sa labas. Nu ba yan uulan n nmn. 🌧️⛈️☔️💧🌂Maulan na umaga western visayas #iloilo #iloilotito #westernvisayas #fitcheck https://t.co/rBJKlgHQU2,"Storms, Typhoons, and Wind Events"
,"RT @IndiaToday: Heavy rain and strong winds hit Delhi-NCR on Sunday, uprooting several trees and bringing much-needed relief from the scorc…",Pollution
,Twitter during earthquakes: Fastest news source ever,Geological Events
,"As of 2:00 p.m., nananatili sa labas ng Philippine Area of Responsibility (PAR) ang Tropical Storm ""WUTIP"" (06a) na huling namataan sa 850 km kanluran ng Northern Luzon. [1/3] https://t.co/1DC15HCLvM","Storms, Typhoons, and Wind Events"
,"LINOG ALERT! Earthquake Information No.1 Date and Time : 15 Jun 2025 - 08:31:24 PM Magnitude : M 4.6 Depth : 010 km Origin : TECTONIC Location : 06.18°N, 126.55°E - 074 km S 45° E of Governor Generoso (Davao Oriental) Early Warning, Early Action! https://t.co/OiEEMUcb4Y",Geological Events
P.A.R.,"Weekend Weather Forecast, June 14-15, 2025 Papasok na ang bansa sa monsoon break sa paghina at pag-atras ng Habagat kaya mainit na panahon ang iiral. May mga pag-ulan pa rin dahil sa thunderstorms sa Luzon at ITCZ sa Visayas at Mindanao. JABYU☔️ https://t.co/h5y10jPI2t",Pollution
Philippines,"Lumindol ng 4.2 magnitude sa 31 km N 19° W ng Pagudpud, Ilocos Norte (18.83 ºN, 120.69 ºE) ngayong June 15, 2025 02:33 AM. View map: https://t.co/TSwSCL5Rh4 #EarthquakePH #LindolPH",Geological Events
340 Guzmanst.concepcion,Si TORES. si MyCa Si Rose Si Ann Nang gugulo sa Agency sa manila at Bingohan.... at kidnapper alagad ni Mr.Sunny at hepe at KC.. maraming silang nalalaman.. https://t.co/zbZpQIOk0h,General Weather
,Sudden rain again�this weather is unpredictable.,General Weather
Philippines,"The Southwest Monsoon (Habagat) and low pressure area (LPA) will continue to bring rains over parts of Luzon in the next 24 hours, PAGASA said Thursday afternoon. Read more: https://t.co/v8kMqSlTdY","Storms, Typhoons, and Wind Events"
The Eye,"Here are the impact statistics from Typhoon Wutip, the first storm of the 2025 Pacific Typhoon Season: - As a precursor system, she caused flooding and a pyroclastic debris flow near the Mt. Kanlaon volcano in the Philippines, claiming 3 lives. - Once becoming a named Tropical https://t.co/jj1sbPIIfp","Storms, Typhoons, and Wind Events"
,"@aksharmaBharat @PMOIndia @CMOfficeUP @UPGovt @mygovindia @BJP4India @BJP4UP @RSSorg @AKSharmaOffice @BJYM @BJYM4UP Light shortage in Delhi NCR, Nand Gram, Ghaziabad District- 201001, Not anyone is complaining, people sitting in their houses who have the facility of inverters and generators, In this humid weather and in the month of June, people are suffering from this power cut everyday here",Extreme Heat / Heatwaves
,Remembering 1990 Luzon earthquake. Sana di na maulit,Geological Events
,Time to seriously consider relocating communities from high risk areas,Coastal & Flooding Hazards
"Muntinlupa City, National Capi",Lamig Kasi e hahahha https://t.co/2jImvWeKtQ,Cold Weather / Temperature Drops
Pwede matulog kung saan,"RT @gmanews: The Southwest Monsoon (Habagat) will affect Central and Southern Luzon, Visayas, and Mindanao, PAGASA said in its Tuesday afte…","Storms, Typhoons, and Wind Events"
,"Mas gusto ko pa magtravel abroad kesa dito sa pinas jusko. Bulok ang transportation, mahal ang grab. Di maayos mga kalsada. Di safe maglakad mag-isa. Mabaho yung mga daanan, lubak lubak. Konting ulan baha na agad. Ilang presidente na nagpalit, walang may concern sa mga commuters.",Coastal & Flooding Hazards
,Posible ang biglaang pagbaha at pagguho ng lupa sa mga nabanggit na lugar sa oras ng thunderstorm. [2/2],"Storms, Typhoons, and Wind Events"
Earth,"USGS reports a M4.4 earthquake, 150 km SE of Pondaguitan, Philippines on 6/15/25 @ 7:37:54 UTC https://t.co/hkenRjyiOg #earthquake",Geological Events
,RT @Kan2teroDad69: Ulan ng ulan.Namamasa tuloy ulo ko. https://t.co/6mxo6BtNC5,"Storms, Typhoons, and Wind Events"
,Is earthquake frequency increasing or ako lang nabobother?,Geological Events
"Makati, PH","Tatlo katao ang nasawi matapos malunod dahil sa epekto ng low pressure area at habagat sa Mindanao. Samantala, umabot sa higit 5 libong pamilya mula sa iba't-ibang rehiyon ang naapektuhan ng sama ng panahon May detalye ng report si Brigada Cath Austria https://t.co/DRiloORiNE","Storms, Typhoons, and Wind Events"
,Nosebleed season nanaman dahil sa lamig lol,Cold Weather / Temperature Drops
"Anchorage, AK","RT @Geology_History: June 15, 1991, Mount Pinatubo on the Philippine island of Luzon erupts. This VEI-6 eruption was the second-largest t…",Geological Events
"Binan City, Calabarzon",OA ng ulan bagyo level! Saan galing to tirik na tirik araw kanina 😱,Extreme Heat / Heatwaves
,@baxirahul Imagine us people in the sweltering NCR region! Hot and Humid here these days.,Pollution
,"High tide na naman, grabe yung tubig umaabot na sa kalsada ??",Coastal & Flooding Hazards
,Maaga kami uuwi pinas omfg🥹 i can bathe myself in Pinas' pollution 😍😍,Pollution
,Way jog mahitabo ni karon kay kusog ang uwan 🙄,"Storms, Typhoons, and Wind Events"
Makati City,"LPA, habagat to bring heavy rain to parts of Luzon on June 12 https://t.co/kRY9a4PScp",Pollution
,Patuloy na palalakasin ng nasabing bagyo ang #Habagat na magdadala ng pag-ulan sa kanlurang bahagi ng bansa kabilang na ang Metro Manila. [2/3],"Storms, Typhoons, and Wind Events"
️️ ️️ ️️,"@taylorcoded Not the first time na ginawa yan ni kuya, binilad niya pa sa araw during rising heat index. Sana di niya nalang ginawa punishment na yun kung yun lang din ang rason sa eviction lelz",Pollution
India,Delhi : दिल्ली-NCR में तेज़ आंधी और बारिश ने बढ़ाई चिंता @indiannewsmpcg . . . #Delhi #Heavy #storm #rain #increased #concern #Delhi #NCR #shortvideo #viralvideo #BreakingNews #news #NewsUpdate #indiannewsmpcg 7415984153 https://t.co/FuK8KpKcJR,"Storms, Typhoons, and Wind Events"
,"🌊Farmers in the Philippines are concerned about the impacts of climate change, such as water scarcity and pest problems. 💬""Extreme heat and rains occur more often,"" says a local farmer. 🌱 With the support of @UNFAO and @DOST_PAGASA. we help farmers adapt to weather changes. https://t.co/uZEfJqnsMx",Extreme Heat / Heatwaves
,Mamaya naka sando na to sa init dito sa Manila 😎 https://t.co/6MiJ0dROAh,Pollution
,Multiple aftershocks recorded. Expect more daw,Geological Events
National Capital Region,"Simula kaninang 5:00 PM pa yung expecting light to moderate with occassional heavy rains sa Metro Manila pero hanggang ngayon, wala pa ring ulan. Even other providers initially forecasted rainfall, like MSN Weather and AccuWeather. Pero hanggang ngayon, waley ulan. 😭 https://t.co/uqeL4mtddp","Storms, Typhoons, and Wind Events"
Western Canada,"@trumplicans2024 Bacolod ,Philippines April 9-20 the heat was something came home to 50 degrees it was most welcome .",Pollution
Kalyan Maharashtra India,Monsoon arrived in Kalyan it's raining in Kalyan,"Storms, Typhoons, and Wind Events"
"Quezon City, Philippines 1101",BULKANG TAAL Buod ng 24 oras na pagmamanman 16 Hunyo 2025 alas-12 ng umaga #TaalVolcano Filipino: https://t.co/wNKsbVj6Nr English: https://t.co/LcQaGA2JxP Volcano: Taal Alert Level: 1 Status Alert Level: Bahagyang aktibidad Volcanic Earthquake: 0 volcanic earthquakes https://t.co/aC2frYmygc,Geological Events
,Weather = economic indicator na rin lately,General Weather
,Rain stopped after 2 minutes�classic PH weather.,General Weather
Makati City,"DSWD: P2.1-M aid for ‘habagat’ affected residents in Luzon, Mindanao https://t.co/iTKLyGFLUJ",Extreme Heat / Heatwaves
"Manipal, Karnataka, India","Chikmagaluru: Landslide reported near Mullayanagiri, officials issue caution https://t.co/ESTQMHjGTB",Geological Events
,Init kaayo bisag nakatago ko sa landong.,General Weather
,So windy today!,General Weather
,Rain dampens Army birthday parade in capital https://t.co/HnTfedLzPK,"Storms, Typhoons, and Wind Events"
,"RT @altercation1995: #CarSerye Guy No.730 - Welcome to the City of Pines, Baguio City! Habang sobrang lamig ng klima dito, isang Hot na Hot…",Cold Weather / Temperature Drops
Cebu,"@altercutegensan oh dnha, tambay dinha gabii kay timingan sa uwan. naa sad d i na dnha. hehe","Storms, Typhoons, and Wind Events"
,RT @ClareXhsApuli: masyado mo naman pinapa init yung panahon sa pinas miss maem 🤷 https://t.co/UjF2i2YB2n,Extreme Heat / Heatwaves
Republic of the Philippines,"Mahigit 2,000 indibidwal sa Central Luzon at Zamboanga Peninsula, apektado ng masamang panahon; ilang lugar sa Bulacan, binaha dahil sa malakas na pag-ulan. #SuperBalitaSaUmagaNationwide https://t.co/kvHTaSNfXh","Storms, Typhoons, and Wind Events"
,"Nag overflow ang sapa dapit sa baybay, kuyaw sa mga balay duol.",Coastal & Flooding Hazards
,Grabe yung difference ng weather ngayon vs nung 90s,Cold Weather / Temperature Drops
,ang weather sa Davao lami i koot2 💦,"Storms, Typhoons, and Wind Events"
Not in the UK anymore,"@AvonandsomerRob Get some corkers here in the Philippines. It’s typhoon season now. I’ve had a 5.1 earthquake just 20 miles away to the epicentre on May 27th that made the building sway slightly and yes I felt it, storms here most nights, but not witnessed a typhoon yet.",Geological Events
Republic of the Philippines,RT @ThePureTop: malamig ba ang gabi mo tara painitin natin 🤤 https://t.co/mlVoS3pDLR,Cold Weather / Temperature Drops
404,"Na sa isang sapa o ilog ay may tagtuyot at pagguho sa mga matatayog na bulubundukin Ang takot ay hindi kailanman maglalaho bagkus ito ay kaakibat ng mga bagay na hindi mo matatakasan, Kahit ang dalawang kamay ay matagal mong ipagdaupang-palad kasabay ng pagbigkas ng mga salita —",Extreme Heat / Heatwaves
Reggaeville,"@thornos1 Main difference is if it extends to the Philippines, it will ensure the tsunami hits far more key areas such as China, Hong Kong, and Taiwan. Extending to Alaska would also make the tsunami more heavily impact some areas.",Coastal & Flooding Hazards
kahit saan,ang init na nga tas may usok pa,Pollution
National Capital Region,Nagbabalik na talaga ang demonyong init. 44°C heat index right now. 😭,Extreme Heat / Heatwaves
DDNews,"#NewsNight | Scorching heat continues to grip North India, with Delhi NCR under a red alert as temperatures cross 45°C. Meanwhile, hope brews down South as the monsoon is set to regain momentum. IMD forecasts heavy rainfall in Kerala, Konkan and Goa between 12–15 June, offering https://t.co/mUvLHuNJOw",General Weather
Imus,RT @blessyourosie: Ang daya tlga. Cloudy nung pumunta kmi jan. Hindi enough cguro ung mga pogi naming nakasama 😔,"Storms, Typhoons, and Wind Events"
,Masyadong moody yung weather sobrang tirik ng araw sa umaga tapos umulan kaninang tanghali tapos ngayon sobrang tahimik na naman 😞,"Storms, Typhoons, and Wind Events"
,"I remember as a kid, hindi ganito kalamig ang ""cold season""",Cold Weather / Temperature Drops
,"@Baymax_200129 i also have no motivation to finish this exploration rn 😭😭 pero at least after so many years, natapos ko na yung tsurumi 😂😂 masaya pala kapag walang fog 😂",Extreme Heat / Heatwaves
,Data shows: Flooding frequency increased 35% in last decade sa NCR,Coastal & Flooding Hazards
,"Katamtaman hanggang sa malakas na pag-ulan na may kasamang kidlat at malakas na hangin ang inaasahan sa mga sumusunod na lugar, sa loob ng susunod na dalawang oras batay sa 2:21 p.m. advisory ng #PAGASA: -Metro Manila -Bulacan -Cavite -Laguna -Batangas -Rizal -Zambales [1/2] https://t.co/wdbqsQzobH","Storms, Typhoons, and Wind Events"
,Earthquake early warning gave us 10 seconds. Better than nothing,Geological Events
,Nangalisang ang mga residente kay misirit ang tubig gikan sa dagat.,Coastal & Flooding Hazards
Makati City,"RAIN RAIN GO AWAY WEATHER UPDATE: Cloudy skies, scattered rains, and thunderstorms are expected across Luzon and parts of Visayas and Mindanao due to the low-pressure area and southwest monsoon. Flash floods or landslides possible in high-risk areas. Stay alert and safe. 🌧️🌩️ https://t.co/wJtajnVTWb","Storms, Typhoons, and Wind Events"
,"Another unpredictable day, sun and rain combo.",General Weather
,"Asahan naman ang paminsan-minsang pag-ulan sa Metro Manila, La Union, Benguet, Palawan, Antique, at ilang bahagi ng Central Luzon at CALABARZON dala pa rin ng kaparehong weather system. (Source: PAGASA) [4/4]","Storms, Typhoons, and Wind Events"
"Bacolod City, Western Visayas","Pa Qanto ta ahh tugnaw, pa init-init ta anay kadali.",Cold Weather / Temperature Drops
,hasta para una girl tan alegre como yo hay gloomy days,Extreme Heat / Heatwaves
LCU,@JohnDurdeno @rajasaabmovie Deyyalani mamuluga black colour shadows and fog ala choopistharu ga ahh meaning tho,Extreme Heat / Heatwaves
,Super humid na parang sauna ang labas.,General Weather
"Makati City, NCR, PH","RT @dzbb: As of 3:00PM, @dost_pagasa, naglabas ng thunderstorm advisory na makakaapekto sa Laguna, Batangas, Rizal, Metro Manila, Bulacan a…","Storms, Typhoons, and Wind Events"
,"tugnaw man kaayo, lami painit. #alterdavao https://t.co/hNfwpLL2yx",Cold Weather / Temperature Drops
,Downloaded earthquake alert app. Ang helpful pala,Geological Events
Philippines,"THUNDERSTORM ADVISORY: “Moderate to heavy rainshowers with lightning and strong winds are expected over Quezon and Cavite within the next 2 hours,” according to PAGASA as of 2:51 p.m. Meanwhile, the above conditions are being experienced in Batangas (Tanauan, Santo Tomas, https://t.co/dxhcA5Se6q","Storms, Typhoons, and Wind Events"
,@lerryMAICHARD On d contrary daming naniniwala at tayo pa pnagsasabihang delulus khit big news yung nangyari sa Baguio. How on earth were they able2go up during a typhoon&amp;all roads up r closed due2landslides.Dag2 p no kuryente.Paano nila natelevised ng live? #BOYCOTTEatBulaga1558,"Storms, Typhoons, and Wind Events"
,Please share! Looking for rescue boats sa Rodriguez Rizal area,Coastal & Flooding Hazards
Philippines,"Northern Luzon Rainfall Advisory No. 3 Weather System: Low Pressure Area (LPA) / Southwest Monsoon (Habagat) Issued at 11:00 AM 12 June 2025 Moderate to heavy rains affecting #Aurora(Casiguran) and #Batanes(Basco, Ivana, Mahatao, Sabtang, Uyugan) https://t.co/XYg8EO3aiS",Pollution
,RT @echomorenolast: Chudai💦 gantong malamig na panahon sarap talaga mag paraos. Pero mas masarap siguro kung ikaw naman papasokan ko🫠🍆 Fo…,Cold Weather / Temperature Drops
Edinburgh Scotland,"2 hrs ago #earthquake 5.1 has hit Ha‘apai, Tonga, 10.0km, 19:21 BST (USGS ) https://t.co/NojLhVFO4w https://t.co/QndOGkHQHd",Geological Events
,Literal na climate change is real pero ung iba parang wapakels pa rin,Coastal & Flooding Hazards
,"Oh wow, surprising weather again. Shocked. ??",General Weather
,"grabe namaning weather — pang cuddle man jud, asa naman beh #altercdo",General Weather
,"RT @faithbewithyou_: Kahit nung Day 1 at 2 ng SAW Kickoff, days before ng concert laging umuulan/bumabagyo lalo kapag hapon na pero nung Da…","Storms, Typhoons, and Wind Events"
,"Coastal Waters Update! As of 05:23PM | June 15 2025 Source: TSUNAMI &amp; STORM SURGE LONG RANGE CAMERA Maayong Hapon! Hapsay ang pagbalud sa atong kadagatan sa Brgy. Cagangohan Coastal areas, Panabo City. ""Early Warning, Early Action"" https://t.co/7fdRw184hr",Coastal & Flooding Hazards
,Paano mag prepare kung di mo alam ano weather bukas?,General Weather
,"Malay Mayor Frolibar Sacapaño Bautista initiated ‘Project Pristine’ or overall cleanliness, underwater and coastal clean-up drive in Boracay Island to address the impact of the Habagat season. https://t.co/9p8PClC2OS",Pollution
United Kingdom,"On this day June 15, 1991, Mount Pinatubo in the Philippines erupted in one of the most violent volcanic events of the 20th century. After 600 years of dormancy, the volcano burst into life, spewing massive amounts of ash, gas, and rock into the atmosphere. The eruption was so https://t.co/t9NMySYYsT",Geological Events
,"Yung tubig sa dagat umaakyat na sa seawall, takot na ang mga tao.",Coastal & Flooding Hazards
,RT @LokParitraan: Road Dust and Construction contributes 51% of pollution in NCR town Faridabad. But hey! Let's ban 10yr old cars!! That'…,Pollution
,"#Philippines #flood #climate #anomaly #climatecrisis #climatechange 🇵🇭The flooding in Barangay #Camamanan, #CagayandeOro, continues to show the devastating force of nature. June 10, 2025 #Ahmedabad #วอลเลย์บอลชาย #LoveIsland #AhmedabadPlaneCrash #Graz #เจมีไนน์ #nadiedicenada https://t.co/5uD7wgxDbo https://t.co/Ze6cgsNkLU","Storms, Typhoons, and Wind Events"
"Cebu, Philippines",kusog kaayo uwan brownout pagyud huhu hays,"Storms, Typhoons, and Wind Events"
"ceb, ph",ang lala mg brain fog ko these days 🫩,Extreme Heat / Heatwaves
,Have a communication plan with family members,Geological Events
🌍🇵🇭,Wa jud na predict sa weather ang kusog uwan,"Storms, Typhoons, and Wind Events"
dabinville,@spinalcordnirab maginaw na kasi bal HAHAHAHAHAHAHA,Pollution
,@Jayjay_011297 Dito sa Cebu rin grabe ulan ilang araw na pero kahapon apaka init hahaha.,"Storms, Typhoons, and Wind Events"
,Proud of community response but frustrated sa government inaction,Coastal & Flooding Hazards
,Gloomy and rainy day in manila today but these 2 made the day happy and sunny ☀️ welcome home my Jikookie 💜 https://t.co/N3gtah39Gp,"Storms, Typhoons, and Wind Events"
Behind you,"ka timing ba sa uwan 😍😍 kana jud, anha na uwan after hike nya padung nako matog","Storms, Typhoons, and Wind Events"
