user_location,text,category
,"@volklub Okay, but you are tied to one location. For example, in NCR the pollution in gonna get worse, the people will move out if not country atleast to another state. And house prices will crash, you'll find it difficult to sell if you want to move out.",Pollution
𓂃₊˚ʚ 💎 ₊˚✧ ﾟ.,"good night. nag ulan ron sa mati, sana suspended klase bukas YEAHAHBOIII","Storms, Typhoons, and Wind Events"
,"RT @ZaynJah13: It’s raining here in Legazpi! Grabe kayo esbi, binigyan kayo at tayo ng mainit at magandang panahon kahapon the whole day. 🥹…",Extreme Heat / Heatwaves
🇵🇭 | ENG/FIL | NO MINORS!,"on another note, i haven’t been to that theater so hopefully it’s a good venue for his fm. tho august is typhoon month mostly for ph…hope everything goes well 🥹🙏","Storms, Typhoons, and Wind Events"
,"Noon 23 degrees lang considered ""cold"" na. Ngayon 18 degrees na",Cold Weather / Temperature Drops
"Gurgaon, Haryana ","♦️Thunderstorms with Rains are likely in #Delhi-NCR between late afternoon onwards today, a fair spell of rain is possible tonight into tomorrow. Relief from heat and sultry weather.",Extreme Heat / Heatwaves
,Weather stress added to all other stresses. Help.,General Weather
,"Coastal Waters Update! As of 06:02AM | June 16, 2025 Source: TSUNAMI &amp; STORM SURGE LONG RANGE CAMERA Maayong Buntag! Kasarangan ngadto sa kusog ang pagbalud sa atong kadagatan sa Brgy. Busaon Coastal areas, Tagum City. ""Early Warning, Early Action"" https://t.co/ajfWdzzGU1",Coastal & Flooding Hazards
🆓🇵🇸🇨🇩🇸🇩🇱🇧,@ghostxlover it started to rain really hard in the philippines too,"Storms, Typhoons, and Wind Events"
around,@garbagedeposit9 Pretty dang humid ngl,Pollution
"Quezon City, PHILIPPINES","Rainfall Advisory No. 1 #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 4:00 PM, 10 June 2025(Tuesday) Light to moderate with occasional heavy rains are expected over Metro Manila, Cavite, Tarlac, Pampanga, Bulacan and Nueva Ecija. Light to moderate with https://t.co/VypZhqb00Q",Extreme Heat / Heatwaves
,@RyanLingo_ Nakapunta ka na ba ng EDSA? Di ba probinsyano ka? Problemahin mo na lang yung flood control project ni Pulong sa Davao. Wag ka makisawsaw sa problema sa Manila.,Pollution
,"Not too hot, not too cold. Just right.",General Weather
,Never thought I'd see the day na mag jjacket ako sa bahay,Cold Weather / Temperature Drops
wherever you are,"@dontgiveupfayt @143SunnyDelight @56audrey57 The official start of summer depends on the definition. Meteorologically, it began June 1, 2025, for weather stats. Astronomically, it starts June 20, 2025, at 10:42 p.m. EDT with the solstice. In the Philippines, summer is the dry season, March to May, so June heat might feel",Extreme Heat / Heatwaves
"Imus, Calabarzon","RT @gmanews: TINGNAN: Ilang mga sasakyan sa Barangay Camaman-an, Cagayan de Oro City ang nalubog sa baha matapos ang flash flood na dulot…","Storms, Typhoons, and Wind Events"
,"PAGASA Heavy Rainfall Warning for Habagat 8PM, June 11, 2025 (Wednesday) 🟡 YELLOW WARNING • Zambales • Bataan • northern Occidental Mindoro • Samar • Eastern Samar • Dinagat Islands • Zamboanga City • most of Zamboanga del Norte • western Zamboanga Sibugay",Pollution
,@DYANCASTILLEJO napaka windy po grabe,"Storms, Typhoons, and Wind Events"
Republic of the Narnia,"~Happy Tuesday!~ 🤍💚🌿 It has been raining the whole day here in Philippines and I love it so much hearing the sound of rain and the coolness of the wind! 🌧️🍃💚 Tonight I'm gonna play a bit of Overwatch 2 and do some dailies, and then start playing TLOU2. 🎮🤗 #desksetup https://t.co/waCrZdGhDx","Storms, Typhoons, and Wind Events"
,"🙏🏻 sana matuloy lahat ng plano kahit sobrang lakas pa ng ulan, gusto kona kasi talaga makatikim ng pagod at sarap haha june - back on track! sana ampunin na'ko para less hassle (manila area lang puh) ✌🏻","Storms, Typhoons, and Wind Events"
🇺🇸 USA - Follow & Repost ♥️,"RT @frescotennis: 🇵🇭 🌧️ ♥️ #ASMR Relaxing Rain Sounds for Sleeping Heavy rain in the Philippines is intense, relentless, and often tra…","Storms, Typhoons, and Wind Events"
,"@altGenie Matagal ng bumabaha sa Manila at sa Taft, anong kinalaman ng baha sa impeachment? Sa Davao nga bumabaha kahit ang laki ng budget for flood control 🤔😂",Pollution
"California, USA","I spent a month and a half in the Philippines and what what amazing people, food, culture, islands ( over 7,500) weather, country! I love the Philippines and that country will always hold a special place in my heart. ❤️🇺🇸✈️ 🇵🇭 https://t.co/adAbvK117N","Storms, Typhoons, and Wind Events"
,Stock up on non-perishable food items,Geological Events
Makati City,"WEATHER UPDATE: Moderate to heavy rainshowers with lightning and strong winds are expected over Nueva Ecija, Laguna, Rizal, Bulacan, Metro Manila, Pampanga, Tarlac and Zambales within the next 2 hours according to PAGASA. The above conditions are being experienced in Batangas https://t.co/SbC6T5kZOG","Storms, Typhoons, and Wind Events"
"Mumbai, India",RT @Indiametdept: Light to moderate rainfall accompanied with light thunderstorm and lightning (30-50 Km/h gusty winds) is likely to occur…,"Storms, Typhoons, and Wind Events"
,Building inspections should be stricter after earthquakes,Geological Events
New Delhi,"Light to moderate rainfall accompanied with light thunderstorm and lightning (30-50 Km/h gusty winds) is likely to occur at few places of Delhi ( Narela, Bawana, Alipur, Kanjhawala, Rohini, Badili, Mundaka, Pashchim Vihar, Jafarpur, Nazafgarh), NCR ( Bahadurgarh, Faridabad, https://t.co/1pITs97E8a","Storms, Typhoons, and Wind Events"
"Medieval, Blunderdome","@xzcraftp @89Awesomeknight Yeah, Taiwan &amp; Philippines are in the same Time Zone, and while it was very varied to the weather conditions and the location, one thing is for sure, if it's rainy here in the Philippines, it's also rainy in Taiwan since both countries are very close. Perfect for the soup-day","Storms, Typhoons, and Wind Events"
,"Ang ganda ng ulap, parang painting.",General Weather
"Manila, Philippines","WEATHER ALERT: Posibleng makaranas ng 'moderate to heavy rainshowers' na may pagkidlat at malalakas na hangin ang mga sumusunod na lugar sa susunod na dalawang oras, ayon sa @dost_pagasa: Laguna Rizal Metro Manila Cavite Batangas Bulacan Zambales | DZRH News https://t.co/Tg9GkdcFt4","Storms, Typhoons, and Wind Events"
"Quezon City, PHILIPPINES","Rainfall Advisory No. 7 #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 8:00 AM, 11 June 2025(Wednesday) Light to moderate with occasional heavy rains are expected over Tarlac, Bulacan, Metro Manila, Rizal, Quezon, Laguna and Nueva Ecija. Light to moderate with https://t.co/0pTfpufnIO","Storms, Typhoons, and Wind Events"
,Scientists linking seismic activity changes to environmental factors,Geological Events
,Understanding why coastal areas are particularly vulnerable ngayon,Coastal & Flooding Hazards
"Brgy. Mali-ao, Pavia, Iloilo","With the onset of the rainy season, the Office of Civil Defense (OCD) has sounded the alarm, calling on all local government units (LGUs) in Western Visayas to immediately inspect, improve, and update their flood control systems. https://t.co/OcH0nYFpFw",Extreme Heat / Heatwaves
Dumaguete City,"ali fck ta, tugnaw man. #alterdumaguete",Cold Weather / Temperature Drops
,"Weather is surprisingly nice�cool breeze, light sun.",General Weather
🇵🇭,RT @sciencekonek: 𝗥𝗔𝗜𝗡𝗬 𝗪𝗘𝗔𝗧𝗛𝗘𝗥 𝗢𝗩𝗘𝗥 𝗠𝗨𝗖𝗛 𝗢𝗙 𝗧𝗛𝗘 𝗖𝗢𝗨𝗡𝗧𝗥𝗬🌧️ Makulimlim at maulan na pagdiriwang ng #Kalayaan2025 ang inaasahan sa malaking…,Cold Weather / Temperature Drops
"Quezon City, PHILIPPINES","Rainfall Advisory No. 12-Final #NCR_PRSD Weather System: Southwest Monsoon (Habagat) Issued at: 11:00 PM, 12 June 2025(Thursday) All Rainfall Advisory over NCR-PRSD forecast area are now TERMINATED. The public and the Disaster Risk Reduction and Management Offices concerned are","Storms, Typhoons, and Wind Events"
"Manila, Philippines","EARTHQUAKE ALERT: Magnitude 4.2 na lindol yumanig sa Tinaga Island (Vinzons) kaninang 11:09 PM | via @phivolcs_dost , DZRH News https://t.co/fKIRZ0M8rM",Geological Events
,@holybibletoday I pray to God to weaken the low pressure area &amp; monsoon rain here in my country Philippines ♥️,"Storms, Typhoons, and Wind Events"
,Panahon ngayon parang gusto lang mag cause ng problem,General Weather
,Tangina ng weather. Pasensya sa word pero totoo,General Weather
"Santa Cruz, Davao Region",gloomy nga adlaw https://t.co/dZasHZ3Igb,Extreme Heat / Heatwaves
,"Ka kusog sa ulan, gahi nasab 💦 🍆#altercebucity #altercebu","Storms, Typhoons, and Wind Events"
,Need stricter regulations sa coastal development sana,Coastal & Flooding Hazards
sa gawas sa maisan,@SB_Senyora19 ang init siguro dun... samantalang dito samen bagyo na... aw buong araw na malakas na ulan lang pala... aha ha ha,"Storms, Typhoons, and Wind Events"
next to u,ang ginaw lagi i loveeee,Pollution
,"The Philippines faces alarming climate threats, especially to corn—a key staple crop. Rising heat and erratic rain could slash yields by 35% in the north by 2050. Weak infrastructure and poor preparedness leave the country highly vulnerable.",Extreme Heat / Heatwaves
,RT @fahadfahim: Artificial rain is really important to tackle the saviour pollution issue in Delhi NCR.,General Weather
,Planning to buy a jacket pero wala sa budget this month lol,Cold Weather / Temperature Drops
"Manila, Philippines",HEAVY RAINFALL WARNING: Asahan ang malalakas na pag-ulan sa mga sumusunod na lugar dahil sa Southwest Monsoon o Habagat ayon sa @dost_pagasa: 🟨YELLOW WARNING: Bataan at Zambales | DZRH News https://t.co/HrZLrH0xg9,Pollution
Nagtabon Beach,"I highly recommend airplane mode at least once a week Entire day Ideally on the beach Ideally, with the perfect weather in the Philippines Among the loved ones to enjoy and rest from everything 🏝️","Storms, Typhoons, and Wind Events"
,"The Philippines faces alarming climate threats, especially to corn—a key staple crop. Rising heat and erratic rain could slash yields by 35% in the north by 2050. Weak infrastructure and poor preparedness leave the country highly vulnerable.",Pollution
Makati City,"Matinding ulan at pagbaha sa Zamboanga City dulot ng LPA at Habagat, hudyat ng mapanganib na tag-ulan. https://t.co/HR74agKe5c",Extreme Heat / Heatwaves
,OMG nag earthquake dito!! Tumakbo kami lahat palabas,Geological Events
Palm Bay,"@AlexaeGoerge 5.3 magnitude earthquake hits the Balleny Islands region 5.2 magnitude earthquake hits near Tambolaka, Indonesia 5.1 magnitude earthquake hits near Mata-Utu, Wallis and Futuna 5.0 magnitude earthquake hits near Sarangani, Philippines",Geological Events
Quezon City,"@filoelf SS9. Sobrang excited ko pa kahit gloomy yung weather, tapos may bad news na pala non. Kaya nung nagstart na yung show, kakalabas pa lang nila grabe na iyak ko noon. Halo halong emosyon pero overall masaya pa rin ako, especially dahil nakita ko na sila. 🥹💙 https://t.co/wFjfbG6y08",Pollution
,Gara naman ning uwan oy.,"Storms, Typhoons, and Wind Events"
,I love the smell of rain on the pavement.,General Weather
,bumabagyo na at lahat pinapapasok nyo paren 😭 NAKAKAINIS HOLIDAY PA NYAN https://t.co/NFe7hsWUWo,"Storms, Typhoons, and Wind Events"
Delhi-NCR,"दिल्ली, UP-बिहार सहित 10 राज्यों में बारिश, राजस्थान में अब भी गर्मी दिखा रही तेवर, पहाड़ों का क्या है हाल? पूरी खबर पढ़ें : https://t.co/84d74Vk8Ki #WeatherUpdate #WeatherAlert #WeatherForecast #DelhiRains #DelhiWeather #Upweather #DELHINEWS #DelhiNCR https://t.co/jNfQ96Q1oI",Extreme Heat / Heatwaves
,Bakit di pa required ang earthquake insurance?,Geological Events
,"After the flood, rebuild nanaman. Tayo mga Pinoy, sanay na",Coastal & Flooding Hazards
,Nindot ang panahon run perfect for sleeping! ??,Cold Weather / Temperature Drops
,"Umabot sa mahigit 300 na indibidwal ang binawian ng buhay habang nasa 97,000 ektarya ng lupaing pang-agrikultura ang nasira dahil sa ashfall ng bulkan. [2/2]",Geological Events
,"𝗪𝗲𝗮𝘁𝗵𝗲𝗿 𝗔𝗱𝘃𝗶𝘀𝗼𝗿𝘆 𝗮𝘀 𝗼𝗳 𝗝𝘂𝗻𝗲 𝟭𝟮, 𝟮𝟬𝟮𝟱 Walang epekto sa ating lalawigan ang LPA ngunit ang Hanging Habagat ang magdadala ng maulap na kalangitan at pabugso bugsong katamtaman hanggang sa malakas na pag-ulan. Maraming salamat at mag-iingat po lagi! https://t.co/eJDYpTFMap",Extreme Heat / Heatwaves
"Pasay City, National Capital R","RT @sciencekonek: 𝗠𝗘𝗧𝗥𝗢 𝗠𝗔𝗡𝗜𝗟𝗔: Buong araw makulimlim at may mga pabugsu-bugsong ulan pa rin ngayong Araw ng #Kalayaan2025, Hunyo 12, dulot…",Extreme Heat / Heatwaves
Philippines,"However, partly cloudy to cloudy skies with isolated rain showers or thunderstorms will affect the rest of Mindanao. (3/4)","Storms, Typhoons, and Wind Events"
,RT @weversekatseye: 💌 #SOPHIA 130425 ☀️: i have some cute pics from when we filmed debut in medellin ☀️: 📷x2 ☀️: this was from when we wen…,Extreme Heat / Heatwaves
,Yung panahon nakaka trigger ng migraine ko,General Weather
,"RT @saachi_baat: दिल्ली-NCR में रातभर हुई बारिश से गर्मी से राहत, मौसम हुआ सुहावना #heatwave #delhirain #DelhiWeather #WeatherUpdate https…",Extreme Heat / Heatwaves
,"Reminder: Mainit sa umaga, malamig sa gabi. Dala lagi jacket",Cold Weather / Temperature Drops
Europe,"June 11, 1991, Mount Pinatubo on the Philippines erupts. It is the second-largest eruption in the 20th century Reporter Ted Aljibe takes a sequence of pictures showing a pyroclastic flow caused by the collapse of the eruption column. P.S. The men in the car managed to escape https://t.co/H4BFQzwNTE",Geological Events
,@studywithmarg ba’t ang ginaw natin ngaun marg HAAHAHHA,Extreme Heat / Heatwaves
,Patuloy na palalakasin ng nasabing bagyo ang #Habagat na magdadala ng pag-ulan sa kanlurang bahagi ng bansa kabilang na ang Metro Manila. [2/3],Pollution
,My lolo used to fish right at the shore. Ngayon malayo na yung tubig from houses,Coastal & Flooding Hazards
Republic of the Philippines,"As of 3:57PM, @dost_pagasa,naglabas ng thunderstorm advisory na makakaapekto sa Nueva Ecija, Laguna, Rizal, Bulacan, Metro Manila, Pampanga,Tarlac at Zambales; katamtaman hanggang sa may kalakasang pag-ulan na may kasamang pagkulog at pagkidlat, asahan sa susunod na dalawang oras https://t.co/ys2CGAptoe","Storms, Typhoons, and Wind Events"
,"RT @AChurorot: SM SEKYU👮‍♂️ Sobrang lakas ng ulan,mahirap mgbook ng angkas. Sbi ng guard tambay ka muna dito sa loob. Napasarap ung usapan…","Storms, Typhoons, and Wind Events"
Bacolod City,Ang ginaw shuta,Pollution
,Climate anxiety is valid. Look at our weather.,General Weather
Erie,@PaisleyBro62330 Delhi NCR people calling the US ‘barbaad’ while surviving 50°C heat and choking on pollution.,Pollution
,i took for granted the temperature in dipolog what is this manila heat bro,Extreme Heat / Heatwaves
sa tabi tabi lang,"Its only june and im dying of the heat alr I dont think i can make it till aug I would gladly pick summer in ph than here,,,( ；´Д｀)",Pollution
,Check structural integrity of your home after earthquakes,Geological Events
,APAKA HUMID NA NG PINAS OH! DINAG DAGAN NIYO PA?! https://t.co/AhRQ9owXTa,Extreme Heat / Heatwaves
,Gikulbaan ko sa kilat bisan wala�y dalugdog.,General Weather
Earth,"USGS reports a M5 earthquake, 45 km ENE of Onagawa Chō, Japan on 6/14/25 @ 10:47:01 UTC https://t.co/2yGG0Mq67e #earthquake",Geological Events
,Sino may contact ng NDRRMC? Need rescue operations dito ASAP,Coastal & Flooding Hazards
Makati City,"LPA, habagat to bring heavy rain to parts of Luzon on June 12 https://t.co/kRY9a4PScp",Extreme Heat / Heatwaves
National Capital Region,"Simula kaninang 5:00 PM pa yung expecting light to moderate with occassional heavy rains sa Metro Manila pero hanggang ngayon, wala pa ring ulan. Even other providers initially forecasted rainfall, like MSN Weather and AccuWeather. Pero hanggang ngayon, waley ulan. 😭 https://t.co/uqeL4mtddp","Storms, Typhoons, and Wind Events"
"metro manila,Philippines","@Enzo_positivo Para pag nag onsite kahit may bagyo, keri lang ahahaha","Storms, Typhoons, and Wind Events"
,"3️⃣ Philippines – 1991 🌋 Mount Pinatubo erupts in one of the biggest volcanic blasts of the 20th century. ☁️ Ash clouds reached the stratosphere and circled the globe, cooling Earth’s temperature. Thousands displaced, climate altered. #Volcano #ClimateHistory https://t.co/SprEEUOOGm",Geological Events
"Bulacan, Central Luzon",1st time magdrive sa baguio at super kapal ng fog huhu😭,Extreme Heat / Heatwaves
,e naligo ng gantong oras sa ulan sa rooftop ng apartment WAHAHAHA,"Storms, Typhoons, and Wind Events"
,Perfect weather for walking the dog today.,General Weather
🇵🇭,RT @sciencekonek: 𝗥𝗔𝗜𝗡𝗬 𝗪𝗘𝗔𝗧𝗛𝗘𝗥 𝗢𝗩𝗘𝗥 𝗠𝗨𝗖𝗛 𝗢𝗙 𝗧𝗛𝗘 𝗖𝗢𝗨𝗡𝗧𝗥𝗬🌧️ Makulimlim at maulan na pagdiriwang ng #Kalayaan2025 ang inaasahan sa malaking…,Extreme Heat / Heatwaves
,kaco banget humidity,Extreme Heat / Heatwaves
,Learn first aid basics. Helpful during disasters,Geological Events
,"Hayahay kaayo ang panahon karon, presko ug limpyo ang hangin.",General Weather
,Clouds are moving fast�windy atmosphere.,General Weather
Burikat City,"Klang, tag ulan ngaun, wala byahe ang habal2x. 😂 ay sa Cebu lang pala ulan #PBBCollab6thDuoEviction","Storms, Typhoons, and Wind Events"
,hieeh ka tugnaw,Cold Weather / Temperature Drops
,"#Philippines #flood #CagayanDeOro #Camaman_an #disaster #climate #destruction #anomaly #climatecrisis #weather #climatechange 🇵🇭 Widespread Flooding in Camaman-an, Cagayan de Oro, Philippines (June 10, 2025) #riyadh #LoveIslandUSA #Vecinos11J #LoveIsland #RIIZE #에이티즈 https://t.co/YbwxOZuqtE","Storms, Typhoons, and Wind Events"
,jgh sa Manila and boii grabe init HAHAHAHA,Extreme Heat / Heatwaves
,@deepanshuS27 Earthquake in myanamar &amp; Typhoon yagi bhool gaye sir,"Storms, Typhoons, and Wind Events"
United Republic,Lakas ng ulan potek!! Wag sana abutan ng baha hahaha,Coastal & Flooding Hazards
,Lamig pero broke. Story of my life ????,Cold Weather / Temperature Drops
"Mumbai, India",RT @Indiametdept: Light to moderate rainfall accompanied with light thunderstorm and lightning (30-50 Km/h gusty winds) is likely to occur…,"Storms, Typhoons, and Wind Events"
,Pinoys: earthquake Let's make memes!,Geological Events
,Nag check ako ng records. This is the coldest since 2017 daw,Cold Weather / Temperature Drops
India,"Finally! After weeks of scorching heatwave conditions, North India is set to experience much-needed relief beginning Saturday, June 14, according to the India Meteorological Department (IMD). https://t.co/wjLvV4OjE6",Extreme Heat / Heatwaves
,May umiikot na balita about possible coastal flooding bukas. Stay safe guys!,Coastal & Flooding Hazards
Parañaque,"Patuloy na kumikilos palayo sa Pilipinas ang tropical storm Wutip ngunit hinihila pa rin nito ang habagat kaya magiging maulan pa sa Huwebes, June 12, lalo sa kanlurang bahagi ng bansa.Samantala, isang low pressure area ang nabuo mula sa kumpol ng ulap sa silangan ng Luzon.","Storms, Typhoons, and Wind Events"
♭,@thebaemonph brewing = coffee powder = dust smoke air is thick = pollution spicy vibes = hot af weather welcome to manila babymonster!,Extreme Heat / Heatwaves
National Capital Region,New LPA forms in PAR; tropical depression outside becomes Tropical Storm Wutip https://t.co/jYaHHxLHV7 via @rapplerdotcom,"Storms, Typhoons, and Wind Events"
,@PhilNews24 Hope maka recover ang mga biktima ng baha at pag guho ng lupa.,Pollution
,"Tugnaw kaayo karon buntag, mura'g december.",General Weather
,Tinder bio: Looking for someone to keep me warm this cold season,Cold Weather / Temperature Drops
,"Ang init sa Pilipinas juskopo 😭 akala ko tapos na summer, bakit ganito pa rin",Extreme Heat / Heatwaves
,Memorable yung 2009 Ondoy. Pero parang mas madalas na ngayon yung ganun,Coastal & Flooding Hazards
"Baguio City, Cordillera Admin ",Tapos biglang bawi sa fog hahaha https://t.co/gNOKH9M5tq,Pollution
,"Weather really said ""let's be dramatic today""",General Weather
,"At the end of the day, kailangan natin kumilos. Hindi lang thoughts and prayers.",Coastal & Flooding Hazards
"Richmond, South Virginia","@spag_alt @jtaric82 @akafaceUS Indonesia and the Philippines are all that are really necessary. A good bit of pollution around both countries' coasts, of a couple varieties",Pollution
,traffic tapos kapag nakasakay na sa motor wala namang katapusang stop light tapos timing pa ng stop kapag nasa harap ko na pagdating ang unang pumasok sa isip *nalipat ba yung sched sa ibang araw? may bagyo ba ngayon?* ako pa lang pala yung tao sa venue tsaka sumunod iba 😭🤣,"Storms, Typhoons, and Wind Events"
"sael , of age ╱ he","@cuntresy yeah! just here for this week, a quick summer vacation before my training back in the philippines. nyc’s been cold and rainy recently… but it’s still the same old crazy city. you have any suggestions what food should i try here? 🤓","Storms, Typhoons, and Wind Events"
,@itotable Ang scent sang usbong ka duta kag ang tugnaw nga dapya ka hangin 💯,Cold Weather / Temperature Drops
Miyakojima,"6/12 very hot and humid in Miyako Because of Typhoon by the Philippines, it's little windy and there is a high wave warning!! Be careful #miyakojima #okinawa #miyakoisland",Extreme Heat / Heatwaves
x rush ship,yeyyyy will go home early than expected (pls damang dama ko yung kaibahan ng hangin sa ncr kaysa here sa batangas),Extreme Heat / Heatwaves
,Yung tipong dala ka ng lahat just in case. Dahil sa weather.,General Weather
,Something's different about the weather. Di lang ako,General Weather
,Finally pwede na mag hot chocolate without being judged,Cold Weather / Temperature Drops
,"LINOG ALERT! Earthquake Information No.1 Date and Time : 13 Jun 2025 - 02:48:25 PM Magnitude : Ms 3.2 Depth : 060 km Location :04.19°N, 126.33°E - 169 km S 37° E of Balut Island (Municipality Of Sarangani) (Davao Occidental) Early Warning, Early Action! https://t.co/DVFdxwHaHI",Geological Events
,The air feels heavy today�might rain later.,General Weather
Makati City,"Matinding ulan at pagbaha sa Zamboanga City dulot ng LPA at Habagat, hudyat ng mapanganib na tag-ulan. https://t.co/HR74agKe5c",Pollution
Makati City,"Sa temang “Kalayaan, Kinabukasan, Kasaysayan,” ang MMDA ay nagbigay-pugay sa mga bayani at nagsagawa ng coastal clean-up upang labanan ang pagbaha sa Metro Manila. https://t.co/A2CbUrprs6",Coastal & Flooding Hazards
,Why is Philippines so ma init? Mura kog gina oven biskan gabi na😭,Pollution
,My sinusitis acting up again dahil sa malamig at dry na hangin,Cold Weather / Temperature Drops
,My heart is still racing from that quake. Sobrang lakas,Geological Events
,Murag suba na ang among kalsada kay grabeng baha.,Coastal & Flooding Hazards
,Di mo na alam kelan safe lumabas ng bahay,General Weather
,Walang ulan pero ang kapal ng clouds.,General Weather
"Roseville, CA","Quake alert! A 5 magnitude earthquake occurred 46 km WSW of Sarangani, Philippines. Visit Us: https://t.co/LZJjQt09MZ #earthquake #quakelogic #quake #earth #Philippines https://t.co/IHNg6m0WFl",Geological Events
,Calling for donations: Relief goods for flood victims in Bulacan,Coastal & Flooding Hazards
,Sky is turning orange�beautiful sunset despite the heat.,General Weather
,may bagyo ba o habagat lang ito?🥲,"Storms, Typhoons, and Wind Events"
Philippines,"#WeatherAlert: The trough or extension of the low pressure area that used to be Tropical Depression Auring may still cause scattered rain and thunderstorms in Batanes on Friday, June 13. #AuringPH https://t.co/4arFJ8t5xI","Storms, Typhoons, and Wind Events"
,Signal boost naman. May mga bata sa rooftop waiting for rescue,Coastal & Flooding Hazards
,Tell me how my assistant just remembered to tell me that one of the doormen at my apartment complex tried to go into my apt while I was in the Philippines to heat and eat his food???? Like that’s weird and creepy. Am I crazy or???,Pollution
"Brgy. Mali-ao, Pavia, Iloilo","With the onset of the rainy season, the Office of Civil Defense (OCD) has sounded the alarm, calling on all local government units (LGUs) in Western Visayas to immediately inspect, improve, and update their flood control systems. https://t.co/OcH0nYFpFw","Storms, Typhoons, and Wind Events"
,"RT @Papa_suBodin: Eeeyy! 🤙🏻 Ambilis ng panahon! Tapos na summer, and tag-ulan na. Whatever season we are, always kasama @LuminerespaPh sa…","Storms, Typhoons, and Wind Events"
,"Before I go offline for school, I wanted to share the first fanart I made of Pal back in 2023.. T_T (School starts tomorrow , Philippines gov moved it to June cuz of the extreme heat complaints and I'll try to post if I can) #playtimewithpercy https://t.co/FhSPH8qqvz",Extreme Heat / Heatwaves
,Swarm of small earthquakes detected. Normal daw but concerning,Geological Events
,"what if wag muna kayo umuwi? mapalusyon, maalikabok, mausok kase sa dito, 'eh..",Pollution
,We need comprehensive national seismic hazard assessment,Geological Events
Parañaque,"Patuloy na kumikilos palayo sa Pilipinas ang tropical storm Wutip ngunit hinihila pa rin nito ang habagat kaya magiging maulan pa sa Huwebes, June 12, lalo sa kanlurang bahagi ng bansa.Samantala, isang low pressure area ang nabuo mula sa kumpol ng ulap sa silangan ng Luzon.","Storms, Typhoons, and Wind Events"
,@News5PH Nilagyan niyo ng kalsada yung river system ng Las Pinas kay lumala ang pagbaha. Para lang madaanan mga properties niyo.,Coastal & Flooding Hazards
,"RT @chronononono: 📈🍦🍨🥥🇮🇩🇵🇭 Adverse weather in Indonesia and the Philippines, which together account for three-quarters of global coconut oi…","Storms, Typhoons, and Wind Events"
,Gloomy skies but no rain so far.,General Weather
,Baguio natives laughing at us lowlanders ??,Cold Weather / Temperature Drops
,Guys pls evacuate early. Huwag maghintay na tumataas na talaga tubig,Coastal & Flooding Hazards
"Quezon City, PHILIPPINES","REGIONAL WEATHER FORECAST for #NCR_PRSD Issued at: 5:00 AM, 16 June 2025 Valid Beginning: 5:00 AM today - 5:00 AM tomorrow https://t.co/FgzeJ2MW3i https://t.co/cONMghUND6",Extreme Heat / Heatwaves
,"Katamtamang hanggang sa malakas na pag-ulan na may kasamang pagkidlat at malakas na hangin ang nararanasan sa mga sumusunod na lugar batay sa 1:41 p.m. advisory ng #PAGASA: -Metro Manila (Paranaque, Muntinlupa, Taguig, Pateros, Pasig, Makati, Pasay) -parts of Zambales [1/2] https://t.co/sZBkT5vkbK",Extreme Heat / Heatwaves
"Butuan City, Philippines","🚨 EARTHQUAKE in Governor Generoso, Davao Oriental with a range of Magnitude 4.6 and a Depth of 10 km at 8:31 PM (June 15, 2025) | NO AFTERSHOCKS; NO DAMAGES THIS IS AN AUTOMATIC SOLUTION. https://t.co/uyYDIfenao https://t.co/j4oCacIswx",Geological Events
,RT @eq_map_es: 【M5.1】TONGA 10.0km 14/06/2025 18:21:30 UTC #Sismo #Terremoto (G)https://t.co/cEO5grTdnJ (USGS)https://t.co/WymEJ7owJ0,Geological Events
,"We need help, baha na po sa buong community ??",Coastal & Flooding Hazards
P.A.R.,"Weekend Weather Forecast, June 14-15, 2025 Papasok na ang bansa sa monsoon break sa paghina at pag-atras ng Habagat kaya mainit na panahon ang iiral. May mga pag-ulan pa rin dahil sa thunderstorms sa Luzon at ITCZ sa Visayas at Mindanao. JABYU☔️ https://t.co/h5y10jPI2t",Extreme Heat / Heatwaves
Liechtenstein,"how i love the nature here in the philippines… the breathtaking beaches, green mountains, and peaceful provinces always feel like home. i really hope we can preserve this beauty for future generations. https://t.co/Vjl6PmWr2x",Pollution
Philippines,"Batanes will have cloudy skies with scattered rains due to the trough of the Low Pressure Area (LPA) as the southwest monsoon or Habagat and easterlies bring scattered rains over the western section of Northern Luzon and the rest of the country on Friday, PAGASA reported. Read",Pollution
dabinville,@spinalcordnirab maginaw na kasi bal HAHAHAHAHAHAHA,Extreme Heat / Heatwaves
"Gurgaon, India","Got roasted royally in NCR's heat as a ""warm"" welcome🙂",Pollution
Bharat,"Light rain &amp;winds likely at some places Kerala(Kozhikode,Kasaragod), Karnataka(Manglore,U.Kannada),Goa,Coastal MS,A&amp;N,Myanmar,China (Guangzhou),Japan,Philippines(Manila) Hot dusty winds &amp; clouds some places Raj(Udaipur,Jodhpur,Jaisalmer,Lunkaransar), Light clouds J&amp;K,HP,UK https://t.co/mo5EaBqL3s","Storms, Typhoons, and Wind Events"
,"Init kaayo hangtod gabii, wala gyud tugnaw.",General Weather
,"Init kaayo karon, dili nalang ko mogawas.",General Weather
