user_location,text,category
,"Who knew a summer camp could spark a calling? 🌱 AJ thought she was signing up for a fun break in Quezon, but that eco-camp opened her eyes to the power of nature and the role she could play in protecting it. From clean-ups to storytelling sessions, she now leads the way in https://t.co/aIZjCReuTL",Pollution
Liechtenstein,"how i love the nature here in the philippines… the breathtaking beaches, green mountains, and peaceful provinces always feel like home. i really hope we can preserve this beauty for future generations. https://t.co/Vjl6PmWr2x",Pollution
"Visayas Avenue, Quezon City","A quiet revolution is transforming Metro Manila 🌳 The @DENRNCROfficial is weaving nature back into the city—greener, more livable spaces for all. #UrbanGreening #GreenSpaces READ: https://t.co/j0wgIcrrKP https://t.co/XscR6hWlhX",Pollution
Lui 𓏌,@Acquires_ naks nature trip. san ba may goods na place? yung wala rin sanang polusyon,Pollution
Bagwell,"@EQAlerts Hope everyone in Mindanao is safe after that quake. Nature keeps us humble. (And yeah, markets might wobble if this shakes supply chains—@MatthewHarrisX2 would probably flag that risk.)",Geological Events
"New Dehli, India","🇵🇭🌊 ADDITIONAL FOOTAGE | Flooding in the Philippines The flooding in Barangay Camaman-an, Cagayan de Oro, continues to show the devastating force of nature. This footage captures the moment when raging floodwaters rapidly fill a residential apartment #climateanomalies https://t.co/KlXameyaec","Storms, Typhoons, and Wind Events"
,"#Philippines #flood #climate #anomaly #climatecrisis #climatechange 🇵🇭The flooding in Barangay #Camamanan, #CagayandeOro, continues to show the devastating force of nature. June 10, 2025 #Ahmedabad #วอลเลย์บอลชาย #LoveIsland #AhmedabadPlaneCrash #Graz #เจมีไนน์ #nadiedicenada https://t.co/5uD7wgxDbo https://t.co/Ze6cgsNkLU","Storms, Typhoons, and Wind Events"
"Manila, Philippines","current weather in Manila: overcast, 30°C, 75% humidity, wind 4kmh, pressure 1011mb",Cold Weather / Temperature Drops
"Manila, Philippines","6:25pm: sunset sunrise will be at 5:26am tomorrow's forecast for Manila: overcast, 31/29°C",Cold Weather / Temperature Drops
,@PhilNews24 Patuloy na mag ingat. Tag ulan. Maaring psg baha at pag guho ng lupa.,Cold Weather / Temperature Drops
,@PhilNews24 Hope maka recover ang mga biktima ng baha at pag guho ng lupa.,"Storms, Typhoons, and Wind Events"
,@PhilNews24 Hope maka recover ang mga biktima ng baha at pag guho ng lupa.,Pollution
"Taguig City, Philippines","𝐓𝐇𝐔𝐍𝐃𝐄𝐑𝐒𝐓𝐎𝐑𝐌 𝐀𝐃𝐕𝐈𝐒𝐎𝐑𝐘: Inaasahan na makakaranas ang ating lungsod ng katamtaman hanggang sa malalakas na buhos ng ulan na may kasamang pagkulog, pagkidlat at pagbugso ng hangin dulot ng Localized Thunderstorms sa susunod na dalawang oras. https://t.co/cbfbdxZbfN","Storms, Typhoons, and Wind Events"
"Taguig City, Philippines","𝐓𝐇𝐔𝐍𝐃𝐄𝐑𝐒𝐓𝐎𝐑𝐌 𝐀𝐃𝐕𝐈𝐒𝐎𝐑𝐘: Inaasahan na makakaranas ang ating lungsod ng katamtaman hanggang sa malalakas na buhos ng ulan na may kasamang pagkulog, pagkidlat at pagbugso ng hangin dulot ng Localized Thunderstorms sa susunod na dalawang oras. https://t.co/cbfbdxZbfN","Storms, Typhoons, and Wind Events"
,"Malawakang pag-ulan dulot ng LPA at habagat, posibleng pagbaha at pagguho ng lupa sa ilang rehiyon. #Pagasa #PagasaLPAUpdate #PagasaWeatherForecast https://t.co/8ptKiFSqqu","Storms, Typhoons, and Wind Events"
,"Malawakang pag-ulan dulot ng LPA at habagat, posibleng pagbaha at pagguho ng lupa sa ilang rehiyon. #Pagasa #PagasaLPAUpdate #PagasaWeatherForecast https://t.co/8ptKiFSqqu",Pollution
,"Ayon kay Padilla, may mga itinalaga nang disaster response teams sa mga high-risk areas para agad na makaresponde kung sakaling may pagbaha, pagguho, o iba pang sakuna.","Storms, Typhoons, and Wind Events"
,"Ayon kay Padilla, may mga itinalaga nang disaster response teams sa mga high-risk areas para agad na makaresponde kung sakaling may pagbaha, pagguho, o iba pang sakuna.",Pollution
,"Ayon kay Padilla, may mga itinalaga nang disaster response teams sa mga high-risk areas para agad na makaresponde kung sakaling may pagbaha, pagguho, o iba pang sakuna.","Storms, Typhoons, and Wind Events"
,"Ayon kay Padilla, may mga itinalaga nang disaster response teams sa mga high-risk areas para agad na makaresponde kung sakaling may pagbaha, pagguho, o iba pang sakuna.",Geological Events
,Posible ang biglaang pagbaha at pagguho ng lupa sa mga nabanggit na lugar sa oras ng thunderstorm. [2/2],"Storms, Typhoons, and Wind Events"
,Posible ang biglaang pagbaha at pagguho ng lupa sa mga nabanggit na lugar sa oras ng thunderstorm. [2/2],Pollution
,Posible ang biglaang pagbaha at pagguho ng lupa sa mga nabanggit na lugar sa oras ng thunderstorm. [2/2],"Storms, Typhoons, and Wind Events"
Republic of the Philippines,Villamil: Makararanas pa rin tayo ng mga pag-ulang dala ng ITCZ sa malaking bahagi ng Mindanao at Eastern Visayas. Patuloy na maging handa at alerto sa banta ng pagbaha at pagguho ng lupa lalo na kung tuloy-tuloy ang mga pag-ulang mararanasan.,"Storms, Typhoons, and Wind Events"
Republic of the Philippines,Villamil: Makararanas pa rin tayo ng mga pag-ulang dala ng ITCZ sa malaking bahagi ng Mindanao at Eastern Visayas. Patuloy na maging handa at alerto sa banta ng pagbaha at pagguho ng lupa lalo na kung tuloy-tuloy ang mga pag-ulang mararanasan.,Pollution
"Quezon City, Philippines","TINGNAN | Umabot na sa 84,768 Family Food Packs (FFPs) ang naipamahagi ng Department of Social Welfare and Development sa tuloy-tuloy na distribusyon ng relief packs sa mga naapektuhan ng malawakang pag-ulan, pagbaha, at pagguho ng lupa bunsod ng Intertropical Convergence Zone https://t.co/asXDH4l2hO","Storms, Typhoons, and Wind Events"
"Quezon City, Philippines","TINGNAN | Umabot na sa 84,768 Family Food Packs (FFPs) ang naipamahagi ng Department of Social Welfare and Development sa tuloy-tuloy na distribusyon ng relief packs sa mga naapektuhan ng malawakang pag-ulan, pagbaha, at pagguho ng lupa bunsod ng Intertropical Convergence Zone https://t.co/asXDH4l2hO",Pollution
"Quezon City, Philippines","FFPs Update: Umabot na sa 84,768 kahon ng family food packs (FFPs) ang naipamahagi ng DSWD ngayong Biyernes, Hunyo 12, bilang bahagi ng agarang pagtugon sa mga naapektuhan ng malawakang pag-ulan, pagbaha, at pagguho ng lupa bunsod ng Intertropical Convergence Zone (ITCZ). https://t.co/1X1rPn8RiG","Storms, Typhoons, and Wind Events"
"Quezon City, Philippines","FFPs Update: Umabot na sa 84,768 kahon ng family food packs (FFPs) ang naipamahagi ng DSWD ngayong Biyernes, Hunyo 12, bilang bahagi ng agarang pagtugon sa mga naapektuhan ng malawakang pag-ulan, pagbaha, at pagguho ng lupa bunsod ng Intertropical Convergence Zone (ITCZ). https://t.co/1X1rPn8RiG",Pollution
404,"Na sa isang sapa o ilog ay may tagtuyot at pagguho sa mga matatayog na bulubundukin Ang takot ay hindi kailanman maglalaho bagkus ito ay kaakibat ng mga bagay na hindi mo matatakasan, Kahit ang dalawang kamay ay matagal mong ipagdaupang-palad kasabay ng pagbigkas ng mga salita —",Extreme Heat / Heatwaves
Republic of the Philippines,"Villamil: Dito sa Metro Manila at nalalabing bahagi ng bansa, ang easterlies ang weather system na iiral kaya asahan ang mainit at maalinsangang panahon. Sasamahan lamang 'yan ng mga biglaan at panandaliang pag-ulan na dulot ng thunderstorms.",Extreme Heat / Heatwaves
Republic of the Philippines,"Villamil: Dito sa Metro Manila at nalalabing bahagi ng bansa, ang easterlies ang weather system na iiral kaya asahan ang mainit at maalinsangang panahon. Sasamahan lamang 'yan ng mga biglaan at panandaliang pag-ulan na dulot ng thunderstorms.","Storms, Typhoons, and Wind Events"
Republic of the Philippines,"Villamil: Dito sa Metro Manila at nalalabing bahagi ng bansa, ang easterlies ang weather system na iiral kaya asahan ang mainit at maalinsangang panahon. Sasamahan lamang 'yan ng mga biglaan at panandaliang pag-ulan na dulot ng thunderstorms.","Storms, Typhoons, and Wind Events"
,"RT @TVPatrol: Binayo ng malakas na ulan dala ng masamang panahon ang Davao Region nitong Biyernes, June 13. #FloodPatrol Bisitahin ang ht…",Extreme Heat / Heatwaves
,"RT @TVPatrol: Binayo ng malakas na ulan dala ng masamang panahon ang Davao Region nitong Biyernes, June 13. #FloodPatrol Bisitahin ang ht…","Storms, Typhoons, and Wind Events"
,"RT @TVPatrol: Binayo ng malakas na ulan dala ng masamang panahon ang Davao Region nitong Biyernes, June 13. #FloodPatrol Bisitahin ang ht…","Storms, Typhoons, and Wind Events"
Cagayan De Oro City,Kape sa Mabugnaw na panahon☕️ #Cdo https://t.co/ZK1Eoa7zmu,Cold Weather / Temperature Drops
Pasay City,"RT @jadeqwerty295: HAPPY 8k FOLLOWERS!! 🥳❣️ "" LF KATABI TARA? "" lamig ng panahon ngayon wala bang magaaya jan? or tabihan moko dito sabay…",Cold Weather / Temperature Drops
,RT @echomorenolast: Chudai💦 gantong malamig na panahon sarap talaga mag paraos. Pero mas masarap siguro kung ikaw naman papasokan ko🫠🍆 Fo…,Cold Weather / Temperature Drops
,"RT @Papa_suBodin: Eeeyy! 🤙🏻 Ambilis ng panahon! Tapos na summer, and tag-ulan na. Whatever season we are, always kasama @LuminerespaPh sa…","Storms, Typhoons, and Wind Events"
,"RT @ZaynJah13: It’s raining here in Legazpi! Grabe kayo esbi, binigyan kayo at tayo ng mainit at magandang panahon kahapon the whole day. 🥹…","Storms, Typhoons, and Wind Events"
,"RT @ZaynJah13: It’s raining here in Legazpi! Grabe kayo esbi, binigyan kayo at tayo ng mainit at magandang panahon kahapon the whole day. 🥹…",Extreme Heat / Heatwaves
,RT @echomorenolast: ✨NEW VIDEO✨ gantong mainit ang panahon dapat sinasabayan haha kaya nag paputok ako ng bomba🥲 haha fullvideo available…,Extreme Heat / Heatwaves
,RT @HEYneral: Salamat sa mainit na butas sa malamig na panahon💦💦 https://t.co/k0RBa6erOm,Cold Weather / Temperature Drops
,RT @ItsMeNotaEater: Lalong uminit ang panahon 🥵 https://t.co/2ZeRzRtKib,Extreme Heat / Heatwaves
,RT @ThePureTop: habang init na init ako sa panahon hindi ko napigilan mag salsal tangina sarap na sarap ako pero mas masarap sana kung mero…,Extreme Heat / Heatwaves
,RT @DaksMigguel: Salsal muna Tayo habang mainit init ang Panahon Subscribe my Tg-Channel @DaksMigguel https://t.co/78Y58yBhVJ,Extreme Heat / Heatwaves
,"RT @arielrojasPH: PANAHON THIS WEEK | June 16-22, 2025 Pasukan na naman! Tuloy pa ang monsoon break pero may ITCZ at potensyal na LPA na…","Storms, Typhoons, and Wind Events"
,"RT @arielrojasPH: PANAHON THIS WEEK | June 16-22, 2025 Pasukan na naman! Tuloy pa ang monsoon break pero may ITCZ at potensyal na LPA na…","Storms, Typhoons, and Wind Events"
P.A.R.,"PANAHON THIS WEEK | June 16-22, 2025 Pasukan na naman! Tuloy pa ang monsoon break pero may ITCZ at potensyal na LPA na magpapaulan sa Mindanao at Luzon. ⛈️ Have a great back to school week ahead at ingat, ka-JABYU! ☔️ https://t.co/V7bFsM7gLu","Storms, Typhoons, and Wind Events"
P.A.R.,"PANAHON THIS WEEK | June 16-22, 2025 Pasukan na naman! Tuloy pa ang monsoon break pero may ITCZ at potensyal na LPA na magpapaulan sa Mindanao at Luzon. ⛈️ Have a great back to school week ahead at ingat, ka-JABYU! ☔️ https://t.co/V7bFsM7gLu","Storms, Typhoons, and Wind Events"
Philippines,"KATAMTAMANG PANAHON PERO HOT HUMID SA LUZON, IIRAL. KATIMUGANG BAHAGI NG... https://t.co/d6DnDSl4XV via @YouTube",Extreme Heat / Heatwaves
Republic of the Philippines,"Villamil: Starting yesterday, nagsimula ang malalakas na pag-ulan na dulot ng ITCZ [sa Mindanao at Eastern Visayas]. Inaasahan natin na ganito muli ang panahon ngayong araw over Mindanao and Eastern Visayas, pero starting tomorrow, mababawasan na ang mga pag-ulang ito.","Storms, Typhoons, and Wind Events"
Parañaque,Asahan na patuloy na uulanin ang Mindanao at eastern Visayas dulot ng intertropical convergence zone. Magdadala naman ng maulap na panahon na may kalat-kalat na pag-ulan ang easterlies sa ilang lugar sa Luzon. #WeatherPatrol https://t.co/uAALUjg8Xh,"Storms, Typhoons, and Wind Events"
,RT @TVPatrol: Asahan na patuloy na uulanin ang Mindanao at eastern Visayas dulot ng intertropical convergence zone. Magdadala naman ng maul…,"Storms, Typhoons, and Wind Events"
"Manila, Philippines","@dost_pagasa Badrina: Easterlies naman ang magdadala ng maulap na kalangitan na may mga pag-ulan sa Batanes at Cagayan province. Sa Metro Manila at nalalabing bahagi ng bansa, asahan ang medyo mainit na panahon ngayong araw bagaman posible pa rin ang thunderstorms sa hapon hanggang gabi.",Extreme Heat / Heatwaves
"Manila, Philippines","@dost_pagasa Badrina: Easterlies naman ang magdadala ng maulap na kalangitan na may mga pag-ulan sa Batanes at Cagayan province. Sa Metro Manila at nalalabing bahagi ng bansa, asahan ang medyo mainit na panahon ngayong araw bagaman posible pa rin ang thunderstorms sa hapon hanggang gabi.","Storms, Typhoons, and Wind Events"
"Manila, Philippines","@dost_pagasa Badrina: Easterlies naman ang magdadala ng maulap na kalangitan na may mga pag-ulan sa Batanes at Cagayan province. Sa Metro Manila at nalalabing bahagi ng bansa, asahan ang medyo mainit na panahon ngayong araw bagaman posible pa rin ang thunderstorms sa hapon hanggang gabi.","Storms, Typhoons, and Wind Events"
"Negros Oriental, Philippines",@krstnrrae @SB19Official Malayo ang province ko sa Bicol. Nasa Visayas Reg ako pero sana okey ang panahon bukas kasi dito sa amin umulan at malakas ang hangin at nakakangilong kidlat at nakakabinging kalundog. @SB19Official #SB19 #GrupoDuplaInternacionaldoAno #SECAwards,"Storms, Typhoons, and Wind Events"
"Negros Oriental, Philippines",@krstnrrae @SB19Official Malayo ang province ko sa Bicol. Nasa Visayas Reg ako pero sana okey ang panahon bukas kasi dito sa amin umulan at malakas ang hangin at nakakangilong kidlat at nakakabinging kalundog. @SB19Official #SB19 #GrupoDuplaInternacionaldoAno #SECAwards,"Storms, Typhoons, and Wind Events"
P.A.R.,"Weekend Weather Forecast, June 14-15, 2025 Papasok na ang bansa sa monsoon break sa paghina at pag-atras ng Habagat kaya mainit na panahon ang iiral. May mga pag-ulan pa rin dahil sa thunderstorms sa Luzon at ITCZ sa Visayas at Mindanao. JABYU☔️ https://t.co/h5y10jPI2t",Extreme Heat / Heatwaves
P.A.R.,"Weekend Weather Forecast, June 14-15, 2025 Papasok na ang bansa sa monsoon break sa paghina at pag-atras ng Habagat kaya mainit na panahon ang iiral. May mga pag-ulan pa rin dahil sa thunderstorms sa Luzon at ITCZ sa Visayas at Mindanao. JABYU☔️ https://t.co/h5y10jPI2t","Storms, Typhoons, and Wind Events"
P.A.R.,"Weekend Weather Forecast, June 14-15, 2025 Papasok na ang bansa sa monsoon break sa paghina at pag-atras ng Habagat kaya mainit na panahon ang iiral. May mga pag-ulan pa rin dahil sa thunderstorms sa Luzon at ITCZ sa Visayas at Mindanao. JABYU☔️ https://t.co/h5y10jPI2t","Storms, Typhoons, and Wind Events"
,"PANAHON: Asahan ang katamtaman hanggang sa malakas na pag-uulan na may pagkidlat at malakas na hangin sa Laguna, Batangas, Rizal, Metro Manila, Bulacan at Zambales sa susunod na 2 oras, ayon sa latest thunderstorm advisory ng PAGASA nitong Biyernes, Hunyo 13. | via @dost_pagasa https://t.co/TQLJ4VWO7N","Storms, Typhoons, and Wind Events"
,"PANAHON: Asahan ang katamtaman hanggang sa malakas na pag-uulan na may pagkidlat at malakas na hangin sa Laguna, Batangas, Rizal, Metro Manila, Bulacan at Zambales sa susunod na 2 oras, ayon sa latest thunderstorm advisory ng PAGASA nitong Biyernes, Hunyo 13. | via @dost_pagasa https://t.co/TQLJ4VWO7N","Storms, Typhoons, and Wind Events"
"Quezon City, Philippines","3 kumpirmadong nasawi dahil sa epekto ng LPA at habagat sa Mindanao. Mga biktima, nalunod matapos tangayin ng rumaragasang tubig. Tinatayang nasa 17,516 katao ang apektado ng sama ng panahon sa BARMM. #NET25NewsandInformation #ASPN https://t.co/JM0XZ4oPeP","Storms, Typhoons, and Wind Events"
"Quezon City, Philippines","3 kumpirmadong nasawi dahil sa epekto ng LPA at habagat sa Mindanao. Mga biktima, nalunod matapos tangayin ng rumaragasang tubig. Tinatayang nasa 17,516 katao ang apektado ng sama ng panahon sa BARMM. #NET25NewsandInformation #ASPN https://t.co/JM0XZ4oPeP","Storms, Typhoons, and Wind Events"
Metro Manila,"Hindi seasonal kundi all-year round ang declogging operations ng MMDA sa mga drainage ng mga pangunahing lansangan sa Metro Manila. Sa panahon ng malakas na pag-ulan, ang mga baradong drainage ay nagiging sanhi ng pagbaha dahil hindi makadaloy nang maayos ang tubig kaya kahit https://t.co/0d1Nii98Zf","Storms, Typhoons, and Wind Events"
Metro Manila,"Hindi seasonal kundi all-year round ang declogging operations ng MMDA sa mga drainage ng mga pangunahing lansangan sa Metro Manila. Sa panahon ng malakas na pag-ulan, ang mga baradong drainage ay nagiging sanhi ng pagbaha dahil hindi makadaloy nang maayos ang tubig kaya kahit https://t.co/0d1Nii98Zf",Pollution
"Makati, PH","Tatlo katao ang nasawi matapos malunod dahil sa epekto ng low pressure area at habagat sa Mindanao. Samantala, umabot sa higit 5 libong pamilya mula sa iba't-ibang rehiyon ang naapektuhan ng sama ng panahon May detalye ng report si Brigada Cath Austria https://t.co/DRiloORiNE","Storms, Typhoons, and Wind Events"
"Makati, PH","Tatlo katao ang nasawi matapos malunod dahil sa epekto ng low pressure area at habagat sa Mindanao. Samantala, umabot sa higit 5 libong pamilya mula sa iba't-ibang rehiyon ang naapektuhan ng sama ng panahon May detalye ng report si Brigada Cath Austria https://t.co/DRiloORiNE","Storms, Typhoons, and Wind Events"
Pasig City,"Gayunman, sinabi ng PAGASA na ilang bahagi ng Northern at Western Luzon at Mindanao ang posibleng makaranas ng “localized near average to below average temperatures” simula Setyembre hanggang Oktubre. | via DZME News Basahin: https://t.co/E1EQQVa5QW https://t.co/qYQZkhTjze",Cold Weather / Temperature Drops
Metro Manila,"Ngayong panahon ng tag-ulan ay asahan na ang kaliwa’t kanang balita ng pagbaha sa Kalakhang Maynila. Upang makatulong na maibsan ang mga pagbaha, walang humpay ang isinasagawang coastal clean- up drive ng MMDA Metro Parkways Clearing Group (MPCG) sa Manila Baywalk Dolomite Beach https://t.co/88S4NmN19p","Storms, Typhoons, and Wind Events"
Metro Manila,"Ngayong panahon ng tag-ulan ay asahan na ang kaliwa’t kanang balita ng pagbaha sa Kalakhang Maynila. Upang makatulong na maibsan ang mga pagbaha, walang humpay ang isinasagawang coastal clean- up drive ng MMDA Metro Parkways Clearing Group (MPCG) sa Manila Baywalk Dolomite Beach https://t.co/88S4NmN19p",Pollution
,"RT @sean94272: Good Morning Qc! Looking for sure client around metro manila, Available Today! 📉 sabayan naten ang maulan na panahon after…","Storms, Typhoons, and Wind Events"
,"Good Morning Qc! Looking for sure client around metro manila, Available Today! 📉 sabayan naten ang maulan na panahon after naten Shower together naman!💦💦 open for cumShow 🗣️ ☎️09544178985 https://t.co/j1xFk5hzTG","Storms, Typhoons, and Wind Events"
Republic of the Philippines,"Torres: Asahan ang makulimlim na panahon, mga pag-ulan sa Metro Manila, at ilang karatig lalawigan.","Storms, Typhoons, and Wind Events"
Republic of the Philippines,"Mahigit 2,000 indibidwal sa Central Luzon at Zamboanga Peninsula, apektado ng masamang panahon; ilang lugar sa Bulacan, binaha dahil sa malakas na pag-ulan. #SuperBalitaSaUmagaNationwide https://t.co/kvHTaSNfXh","Storms, Typhoons, and Wind Events"
"San Juan, Metro Manila","Tinangay ang mga ito ng malakas na agos ng tubig habang tinatawid ang isang umapaw na spillway sa gitna ng masungit na panahon. | via Angel Garcia, RMN Manila #DZXLnews558 #RMNnews #TatakRMN","Storms, Typhoons, and Wind Events"
♭,@thebaemonph brewing = coffee powder = dust smoke air is thick = pollution spicy vibes = hot af weather welcome to manila babymonster!,Extreme Heat / Heatwaves
♭,@thebaemonph brewing = coffee powder = dust smoke air is thick = pollution spicy vibes = hot af weather welcome to manila babymonster!,Pollution
Philippines,"TAKING CARE OF MOUNT EVEREST After successfully summiting Mount Everest, Filipino climber Miguel Mapalad now plays a small part in making sure it stays clean and pollution free. For more sports stories, visit ⁦https://t.co/JGLB5Z2cZg⁩. #MountEverest https://t.co/lsqxXzzKJG",Pollution
Philippines,"TAKING CARE OF MOUNT EVEREST After successfully summiting Mount Everest, Filipino climber Miguel Mapalad now plays a small part in making sure it stays clean and pollution free. For more sports stories, visit ⁦https://t.co/JGLB5Z2cZg⁩. #MountEverest https://t.co/lsqxXzzKJG",Pollution
"Quezon City, National Capital","One of the Philippines’ Mount Everest summiters, Miguel Mapalad is working with Delimondo for a special Mount Everest packaging whose proceeds will help fund the Sagarmatha Pollution Control Committee — the group in charge of cleaning up the mountain #MountEverest https://t.co/3zc5JKNPa6",Pollution
"Quezon City, National Capital","One of the Philippines’ Mount Everest summiters, Miguel Mapalad is working with Delimondo for a special Mount Everest packaging whose proceeds will help fund the Sagarmatha Pollution Control Committee — the group in charge of cleaning up the mountain #MountEverest https://t.co/3zc5JKNPa6",Pollution
O.K. Golden Corral,"@avidseries The Philippines set a new standard for unbelievable noise pollution for me - dogs, chickens, drums, EDM at 4AM. I’d never go back.",Pollution
O.K. Golden Corral,"@avidseries The Philippines set a new standard for unbelievable noise pollution for me - dogs, chickens, drums, EDM at 4AM. I’d never go back.",Pollution
Republic of the Philippines,Half masaya kase we're breathing the same pollution air that the Philippines have or half malungkot kase probably around manila yan 😭 https://t.co/mssUotY5ic,Pollution
wherever you are,"@BIGSAM_023 @PH_Socials @PH_Socials The seaports in Rivers State, including Rivers Port (Port Harcourt) and Onne Port, are functional. Rivers Port handles various cargo but faces issues like collapsed berths and pollution. Onne Port, a major oil and gas hub, deals with poor road access and security",Pollution
,hays nasa manila na naman ang ferson balik pollution na ulit lesgoo,Pollution
"Midland, Canada",RT @ADB_HQ: Asia and the Pacific is the planet’s hotspot for plastic pollution. Join us at the first-ever Circular Economy Forum 2025 in…,Pollution
"Midland, Canada",RT @ADB_HQ: Asia and the Pacific is the planet’s hotspot for plastic pollution. Join us at the first-ever Circular Economy Forum 2025 in…,Pollution
,"What are the primary sources of ocean plastic pollution? 🌊 Primary Sources of Ocean Plastic Pollution 1. Land-based sources (≈80%) Poor waste management, littering Top countries: 🇵🇭 Philippines, 🇮🇳 India, 🇲🇾 Malaysia, 🇨🇳 China, 🇮🇩 Indonesia Top rivers: Yangtze, Ganges,",Pollution
,"What are the primary sources of ocean plastic pollution? 🌊 Primary Sources of Ocean Plastic Pollution 1. Land-based sources (≈80%) Poor waste management, littering Top countries: 🇵🇭 Philippines, 🇮🇳 India, 🇲🇾 Malaysia, 🇨🇳 China, 🇮🇩 Indonesia Top rivers: Yangtze, Ganges,",Pollution
,RT @energynewsasia: LNG contributes to air pollution and health issues in the Philippines. The good news? Renewable energy offers cleaner a…,Pollution
,"La Carlota Mayor Rex R. Jalando-on issued Memorandum Order No. 2025-28 designating June 16-22, 2025, as Citywide Environment Week with the theme “Ending Plastic Pollution.” https://t.co/81e93epStj",Pollution
,"La Carlota Mayor Rex R. Jalando-on issued Memorandum Order No. 2025-28 designating June 16-22, 2025, as Citywide Environment Week with the theme “Ending Plastic Pollution.” https://t.co/81e93epStj",Pollution
,95 countries back global treaty to combat plastic pollution at UN Oceans Conference https://t.co/rX99AY3TUT via @BusinessMirror,Pollution
,95 countries back global treaty to combat plastic pollution at UN Oceans Conference https://t.co/rX99AY3TUT via @BusinessMirror,Pollution
,"Good thing I'm not using any cars anymore, gas prices here in PH are crazy. Public trikes and jeepneys are my thing at least for now---just sit there &amp; enjoy the fresh open air (or pollution) while being driven to your destination https://t.co/LQaDdse67A",Pollution
London,"Taxis &amp; PH (2) Q No: 2025/2108 @HinaBokhariLD Private hire numbers have risen sharply, leading to more congestion, pollution, and lower wages for both taxi and private hire drivers. What action are you planning to take to create a fairer system?",Pollution
Quezon City,The city government of Iloilo will begin installing waste traps at the boundaries of barangays (villages) along the Iloilo River and nearby creeks to trace the sources of pollution and hold violators accountable. https://t.co/MAcbOb1joq,Pollution
Quezon City,The city government of Iloilo will begin installing waste traps at the boundaries of barangays (villages) along the Iloilo River and nearby creeks to trace the sources of pollution and hold violators accountable. https://t.co/MAcbOb1joq,Pollution
,"3/ You could: 🌱 Record rainfall &amp; soil pH for local farming projects 🌍 Contribute air pollution readings to climate studies 🦉 Upload animal sightings to support biodiversity models Each interaction is tracked, credited, and can earn micro rewards.",Pollution
23 s/her rps nsfw,@ashironupi smoking in manila to cancel out the pollution #hacks,Pollution
"Manila, Philippines",Kasunduan para wakasan plastic pollution nilagdaan ng Pinas https://t.co/qxmDqxG2rr via @Remate Online,Pollution
"Manila, Philippines",Kasunduan para wakasan plastic pollution nilagdaan ng Pinas https://t.co/qxmDqxG2rr via @Remate Online,Pollution
"Richmond, South Virginia","@spag_alt @jtaric82 @akafaceUS Indonesia and the Philippines are all that are really necessary. A good bit of pollution around both countries' coasts, of a couple varieties",Pollution
,Countries call for binding international treaty against plastic pollution at UN Ocean Conference https://t.co/vVxQC1T79c,Pollution
,Countries call for binding international treaty against plastic pollution at UN Ocean Conference https://t.co/vVxQC1T79c,Pollution
Global Filipino,".@EpsonPH and .@WWF_Philippines have teamed up to improve waste management and environmental education in Monreal, Ticao Island, Masbate—bringing in technology, training, and long-term solutions to help the coastal community fight plastic pollution. https://t.co/v6CX9t78Yp",Pollution
,Maaga kami uuwi pinas omfg🥹 i can bathe myself in Pinas' pollution 😍😍,Pollution
"Irvine, California, USA","RT @UCIPhysSci: #IamPhysSci: Sukriti Kapur, Ph.D. candidate in #chemistry, researches the effects of air pollution, particularly from vehic…",Pollution
,"@UN @antonioguterres Why not start by focusing on countries that dump garbage, including plastic directly into the oceans? Here, I'll start you off with a list: ""The Philippines, India, Malaysia, China, and Indonesia are major contributors to ocean plastic pollution."".",Pollution
"Irvine, CA","#IamPhysSci: Sukriti Kapur, Ph.D. candidate in #chemistry, researches the effects of air pollution, particularly from vehicle braking and tire #emissions. She's on a mission to make the air more breathable for everyone! Read the Q&amp;A here: https://t.co/HPTMZJGkb9 #UCIPride https://t.co/OXCwMW2Hc5",Pollution
wherever you are,"@MonkeyD12587569 @iSabongera @iSabongera The infographic on cleanest Southeast Asian cities seems partially accurate, matching Numbeo's 2024 mid-year data with Singapore at 32.5 and Davao at 55.6 pollution index. But Numbeo's crowd-sourced data isn't fully reliable compared to IQAir's monitoring. Singapore's",Pollution
Asia Pacific,"In Parallel Session 2 in today's ExBu, Dr. Merlina G. Panganiban, City Urban Development Officer, Makati talked about tackling land-based pollution &amp; rehabilitates waterways, safeguarding Manila Bay's marine ecosystems and boosting sustainable tourism. #4BetterLocal",Pollution
Asia Pacific,"In Parallel Session 2 in today's ExBu, Dr. Merlina G. Panganiban, City Urban Development Officer, Makati talked about tackling land-based pollution &amp; rehabilitates waterways, safeguarding Manila Bay's marine ecosystems and boosting sustainable tourism. #4BetterLocal",Coastal & Flooding Hazards
Republic of the Philippines,"PLASTIC POLLUTION SA NEGROS OCCIDENTAL ITIGIL NA! Negros Occidental Governor Bong Lacson urged systematic change in how plastics are produced and managed, in line with the 33rd Provincial Environment Month theme, “Ending Plastic Pollution.” READ MORE: https://t.co/NQJvQKx2Cu https://t.co/dYxeWWwkSf",Pollution
,@nicoquejano Pwde rin naman na isipin natin ang unnecessary carbon pollution ng entertainment industry.,Pollution
he. 21. active liker. rt heavy,@toasterford parang air pollution po ata,Pollution
,"@supermarkcute Here, we call it allergy 😅. Antihestamine meds, lang kailangan mo pag may symptoms ka. Malamang sa usok at pollution yan.",Pollution
